,GAMAID,0I,OI_x,ID,RaHer,DecHer,RaSDSS,DECSDSS,z,size,morph,LIR,Ms,Md,mdms,SFR,SSFR,age_x,tLB,Td,fu,tauV,tauVISM,NUVr,sigmaden,HaEW,MH2,MH2err,mh2ms,mh2mserr,mh2md,mh2mderr,numCO,velFWHM,evelFWHM,Fint,eFint,LpCO,eLpCO,MhtwoCO,MHtwoCOerr,det,velFWHM2,evelFWHM2,Fint2,eFint2,LpCO2,eLpCO2,Mh22,eMH22,det2,MHI,eMHI,S12,S25,S60,S100,F100,E100,F160,E160,F250,E250,F350,E350,F500,E500,rer,sersicr,errsersicr,SURVEY,SURVEY_CODE,IS_BEST,IS_SBEST,QC,met,met_er0,met_er1,SFR_HA,SFR_HA_er,age_y,AGN,HA,HA_er,HB,HB_er,OI_y,OI_er,OIII,OIII_er,NII,NII_er,SII,SII_er,HA_EW,HA_EW_er
39,279005,0,,J085916.4+005218,134.81853,0.871818,134.81873,0.87263271,0.24368,5.77997,E,10.800000191,10.659999847,8.1000003815,-2.5599994659,0.62999999523,-10.050000191,9.0900001526,8.779999733,18.600000381,0.58999997377,1.6799999475,0.31999999285,3.2699999809,-99.0,8.75,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.035456548341,0.0067719529023,0.023276800319,0.0080823917637,0.0082588313651,0.009635999326,2.0038967133,2.5780000687,0.10719999671,GAMA,5,True,True,13,-3.4277676888503086,0.041702463041379874,0.0480308983571953,2.068417187639522,0.054437740688503926,9.0900001526,UNC,208.94054,5.499012,-9.940555,7.857389,-0.23020153,4.238626,20.869572,6.3751884,37.124107,4.241943,10.493984,6.7880874,10.030508,0.28740296
40,203709,0,,J085947.9-002143,134.94988,-0.362092,134.9505,-0.36295986,0.120964,9.55319,E,10.159999847,11.0,7.3400001526,-3.6599998474,-0.56000000238,-11.539999962,9.6499996185,9.470000267,21.200000763,0.87000000477,1.6499999762,0.18000000715,4.7699999809,0.0099999997765,12.039999962,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.025559481233,-99.0,0.025559481233,0.045014214,0.011406496,0.0087477917442,0.0079326767681,0.0035342786562,0.0094209147165,2.7809185982,3.1470000744,0.036299999803,SDSS,1,True,True,13,-3.1851032531461554,0.02176234913493338,0.0233670162745561,2.136393208661391,0.04941819450225839,9.6499996185,YES,911.5032,21.084528,29.350147,29.991135,102.92354,13.315023,656.87524,44.48555,348.18378,16.685862,253.40504,15.345687,11.886839,0.2865987
41,197613,0,,J090413.9-004405,136.05826,-0.734888,136.0585,-0.73408376,0.19805,10.0065,E,10.520000458,11.100000381,7.8200001717,-3.2800002098,-0.89999997616,-12.029999733,9.6300001144,9.3299999237,20.0,0.93999999762,1.9700000286,0.37000000477,-5.0500001907,-99.0,2.5999999046,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.037739918,0.011494101,0.018723246453,0.0080136337657,0.004274545589,0.0093436513131,3.6638782024,4.218100071,0.133100003,GAMA,5,True,True,1,-3.192121184445087,-,0.0,0.1644887640428372,0.03213513595743647,9.6300001144,NOEL,25.502054,4.982176,-16.649258,9.473045,3.3158748,3.2545414,3.6014216,7.5020957,2.5327916,3.4977155,2.5683832,2.9973397,1.141356,0.2256715
42,622694,3,3.0,J085828.5+003814,134.61892,0.637438,134.61917,0.63711334,0.0523611,14.7359,S,10.390000343,10.840000153,7.5,-3.3400001526,-0.30000001192,-11.170000076,9.7700004578,9.5699996948,21.700000763,0.87000000477,4.2199997902,0.44999998808,4.7300000191,0.38999998569,14.770000458,3897266944.0,708267648.0,-1.2492399216,0.072520256042,2.090760231,0.072520256042,3.0,235.48199463,16.168920517,6.1677222252,1.1208875179,-172184848.0,136523984.0,3897266944.0,708267648.0,1.0,320.05413818,153.3316803,9.4841346741,3.749325037,-119636496.0,110734952.0,2996422656.0,1184563840.0,0.0,6583918080.0,705476096.0,-99.0,-99.0,-99.0,-99.0,0.36184096336,0.024104401469,0.3887834549,0.024104401469,0.27707148,0.012998685,0.1129085,0.012865722,0.032261647326,0.0094386644173,5.1618852615,2.4058001041,0.010300000198,SDSS,1,True,True,40,-3.445614986959964,0.01581792895865807,0.0166487729880684,14.823844045859808,0.2150926852578488,9.7700004578,NO,34820.3830592705,505.2407237120923,5470.659886672959,684.8105632633211,1702.7489128508205,216.1834896735712,8285.542228748442,592.3675960299053,5848.149871842181,214.3291102043268,4558.990977843288,183.53442825934735,13.194181,0.19849639
43,376802,6,6.0,J090038.0+012810,135.15841,1.469615,135.15834,1.4699678,0.0522101,20.0031,S,10.039999962,10.859999657,7.6399998665,-3.2199997902,-0.31000000238,-11.140000343,9.8299999237,9.3900003433,17.5,0.79000002146,1.4400000572,0.17000000179,4.3299999237,0.18999999762,1.0,2721130496.0,304070112.0,-1.4252500534,0.046004295349,1.7947497368,0.046004295349,6.0,235.48199463,4.5433955193,4.3316602707,0.48403719068,-70733256.0,53209180.0,2721130496.0,304070112.0,1.0,225.42298889,28.4590168,4.8354067802,0.73265761137,-26406540.0,20619278.0,1518791040.0,230126208.0,1.0,5870692864.0,529923296.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.036481261253,-99.0,0.036481261253,0.19266082,0.015030942,0.092778698,0.014824146,0.029474944303,0.0091724189055,14.052193642,3.7070999146,0.022700000554,SDSS,1,True,True,0,-99.9,-99.9,-99.9,-99.9,-99.9,9.8299999237,UNC,-132.03535,31.865696,0.0,48.975616,29.500212,26.145933,193.16335,45.68789,41.460003,27.60075,-10.260816,26.571165,-0.61093706,0.1483601
44,574285,0,,J085946.7-000020,134.94489,-0.00566,134.94533,-0.00561173,0.0527758,22.5549,S,10.149999619,10.779999733,7.4499998093,-3.3299999237,-0.47999998927,-11.220000267,9.6499996185,9.4099998474,19.5,0.85000002384,1.7999999523,0.25999999046,4.6900000572,0.38999998569,0.56999999285,383420128.0,486490400.0,-2.1963243484,0.35579967499,1.1336755753,0.35579967499,4.0,512.89129639,204.52844238,0.59717303514,0.75770390034,140483168.0,87112856.0,383420128.0,486490400.0,0.0,144.15530396,39.085361481,0.87131458521,1.2545241117,-4387851.0,32771158.0,279717568.0,402739072.0,0.0,17964382208.0,569430016.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,0.2142188102,0.024104401469,0.14721447,0.016151661,0.08445435,0.015438421,0.028005895538,0.0093018873112,6.5752100945,4.4812998772,0.030999999493,SDSS,1,True,True,0,-99.9,-99.9,-99.9,-99.9,-99.9,9.6499996185,UNC,-226.8574,36.655724,0.0,47.2411,12.3023615,31.027615,290.55762,46.083374,131.91788,32.40516,25.362215,29.274773,-0.7391659,0.12011483
45,210256,0,,J090911.8+000029,137.29941,0.008152,137.29948,0.00799842,0.0755512,14.8909,S,10.159999847,10.529999733,7.6599998474,-2.8699998856,-0.72000002861,-11.25,9.529999733,9.1800003052,18.299999237,0.89999997616,2.0399999619,0.51999998093,5.1100001335,0.18000000715,2.4500000477,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.11574055,0.013236017,0.052519102,0.012896234,0.017989843795,0.0094313557169,4.5141239166,1.3342000246,0.01610000059,SDSS,1,True,True,10,-2.844074619302387,0.14144810429211166,0.261941365022976,0.0391378035882236,0.012371479256516785,9.529999733,NOEL,43.69144,13.810886,-125.234406,26.79159,-4.0113006,11.934885,34.514717,25.719446,48.93383,12.047501,38.30638,10.971957,0.7795722,0.24879165
46,3630108,0,,J090648.9-005059,136.704,-0.849925,136.70406,-0.84978909,0.15521,8.54234,S,10.729999542,11.020000458,8.0500001907,-2.970000267,-0.56000000238,-11.630000114,9.4499998093,9.0799999237,19.899999619,0.93999999762,2.0499999523,0.56000000238,5.4499998093,0.079999998212,6.0599999428,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.085358395848,0.0068054153008,0.041498778787,0.0082387607591,0.016906067947,0.0095806620235,2.8619735241,3.5504999161,0.079300001264,GAMA,5,True,True,10,-3.3671265444974927,0.08511431973026698,0.1167049100881715,0.5105921621881292,0.032653043514914215,9.4499998093,NOEL,130.72052,8.35975,-117.17547,27.663046,3.4602966,9.699349,13.38644,19.638056,28.12206,6.8620687,18.108946,7.331122,4.071408,0.27249953
47,197555,0,,J090312.4-004509,135.80192,-0.752558,135.80276,-0.75293044,0.0483384,20.8563,S,9.8800001144,10.68999958,7.2300000191,-3.4599995613,-0.40000000596,-11.109999657,9.7299995422,9.5600004196,18.5,0.67000001669,1.6200000048,0.12999999523,4.3000001907,-99.0,0.62000000477,213531776.0,205523680.0,-2.360537529,0.29280948639,1.0994620323,0.29280948639,7.0,222.68963623,187.20985413,0.39729440212,0.38239467144,-14202080.0,37079376.0,213531776.0,205523680.0,0.0,537.99945068,422.37237549,0.38828873634,0.44680586457,-5592290.0,11257466.0,104345768.0,120071216.0,0.0,4243456512.0,324515040.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.092333153,0.015459768,0.056302898,0.01502407,0.018965033238,0.0093248575122,13.515625,6.6008000374,0.0625,SDSS,1,True,True,0,-99.9,-99.9,-99.9,-99.9,-99.9,9.7299995422,UNC,-208.34836,39.96862,0.0,60.823753,38.28629,35.820675,215.37686,57.700596,81.45803,34.685696,-15.138127,31.983027,-0.71394247,0.1376991
48,387675,0,,J090944.5+022100,137.43542,2.350108,137.4349,2.3503729,0.054571,15.5062,S,9.779999733,10.5,6.7600002289,-3.7399997711,-1.5700000525,-12.100000381,9.6199998856,8.9300003052,22.700000763,0.93999999762,1.5700000525,0.25,4.6999998093,0.56000000238,1.6299999952,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.057906285,0.013394928,0.013583031603,0.0079104967687,-0.0022531678996,0.0091724189055,4.6396217346,3.5683999062,0.11529999971,SDSS,1,True,True,3,-2.6602378516599736,+,0.0,0.0177974513959627,-,9.6199998856,YES,2.7596202,17.868034,0.0,30.174995,14.94581,15.089078,59.05871,27.43798,76.993866,14.78236,29.672617,13.198661,0.019626068,0.12814409
49,279319,0,,J090622.3+010014,136.59293,1.00404,136.59266,1.004194,0.0711735,14.1974,S,9.8699998856,10.5,7.1500000954,-3.3499999046,-0.75999999046,-11.289999962,9.7299995422,9.4200000763,19.799999237,0.85000002384,1.1299999952,0.18999999762,-99.0,0.079999998212,1.0099999905,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.057690214,0.012862366,0.018757625452,0.0079570747674,0.0093467836132,0.0098343783348,11.39290905,3.5550000668,0.2161000073,SDSS,1,True,True,0,-99.9,-99.9,-99.9,-99.9,-99.9,9.7299995422,NOEL,-46.359486,15.544189,-123.267,32.117413,4.7825065,13.682793,8.720921,29.779999,26.674702,13.086028,-15.643059,12.780676,-0.6701273,0.22617543
50,372190,0,,J085827.1+010426,134.6131,1.073912,134.61349,1.0738089,0.0715136,10.5214,S,9.6099996567,10.340000153,6.9800000191,-3.3600001335,-1.9099999666,-12.18999958,9.7100000381,9.4399995804,19.799999237,0.94999998808,1.6599999666,0.27000001073,5.2899999619,6.7800002098,2.0099999905,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.027014560997,-99.0,0.027014560997,0.045878489,0.01159767,0.012012687649,0.0079992167661,-0.0065485954895,0.0093582687137,3.1923630238,1.033100009,0.012299999595,SDSS,1,True,True,1,-2.8077417505697686,+,0.0,0.0284542834435911,-,9.7100000381,NOEL,11.7592325,11.874084,-139.03482,19.797344,-1.1360104,10.129796,22.455643,18.474144,44.596706,10.9490385,7.9873433,9.700454,0.1900345,0.19373217
51,372568,0,,J090543.6+010754,136.4319,1.131715,136.4317,1.1318932,0.0507015,12.1978,S,9.4499998093,9.9399995804,6.7399997711,-3.1999998093,-1.5599999428,-11.529999733,9.5600004196,9.1899995804,20.299999237,0.92000001669,2.0,0.40000000596,5.0799999237,0.21999999881,4.25,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.05308076,0.012178296,0.013286928612,0.0080457947648,-0.0070466312115,0.0096516608267,4.4651722908,0.8831999898,0.014800000004,SDSS,1,True,True,10,-3.2050877855681423,0.10358355259407481,0.1548547909617989,0.0441471989767929,0.005288521308027115,9.5600004196,NOEL,110.91933,13.287349,-59.459785,24.399221,0.6744057,10.710143,22.208084,22.75342,39.781532,10.606893,43.080315,9.598772,2.7988813,0.3410277
52,210052,0,,J090547.8+001136,136.44923,0.193495,136.44964,0.19340402,0.15902,7.77047,S,10.479999542,10.949999809,7.7800002098,-3.1699995995,-0.57999998331,-11.550000191,9.6300001144,9.3599996567,20.0,0.92000001669,2.2400000095,0.56000000238,-4.5700001717,0.1400000006,1.6399999857,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.043433147591,0.0067479018034,0.026156873235,0.0079859087665,0.0073024357228,0.009342607213,2.9362485409,1.717599988,0.037099998444,GAMA,5,True,True,1,-3.004322851846492,+,0.0,0.0822781627896944,-,9.6300001144,NOEL,5.18317,7.427346,-28.492994,9.85475,-8.4729,4.119785,-16.96359,8.104365,13.537738,3.8628407,3.429842,3.483579,0.22234955,0.31889662
53,601015,0,,J091311.5+001619,138.29826,0.272162,138.29865,0.27351397,0.16509,6.14029,S,10.270000458,10.710000038,7.7199997902,-2.990000248,-1.0700000525,-11.720000267,9.6899995804,9.3599996567,18.899999619,0.93999999762,2.4400000572,0.46000000834,-4.7300000191,0.28000000119,69.029998779,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.040623351814,0.006733262004,0.012414145637,0.0079714917669,-0.0022270653985,0.0092131388073,2.1477005482,3.9203000069,0.20399999619,GAMA,5,True,True,4,-2.8981241680199035,-,0.0,0.0432191974579899,0.02098267406565951,9.6899995804,UNC,9.782569,4.7493815,0.0,8.576715,-3.3224304,4.290286,15.59567,7.177812,-0.42689508,4.832951,8.898055,4.3600903,0.5133115,0.25178012
54,372130,0,,J085738.2+010740,134.40951,1.128034,134.41047,1.1281509,0.0719096,11.5133,S,9.720000267,10.359999657,6.9600000381,-3.3999996185,-1.2100000381,-11.56000042,9.5799999237,9.1999998093,20.600000381,0.91000002623,1.7200000286,0.28000000119,4.9699997902,4.3699998856,4.6500000954,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.027742099017,-99.0,0.027742099017,0.03810003,0.012026577,0.014851727566,0.0079792547667,0.0041461212833,0.0092204475076,3.5381429195,1.8717999458,0.019799999893,SDSS,1,True,True,4,-3.405016667968334,-,0.0,0.1686150152184213,0.01124946411676581,9.5799999237,UNC,208.27412,13.895395,0.0,21.084635,10.243667,11.043153,43.97861,20.345064,17.889137,10.934883,39.264675,10.7103195,3.2251298,0.21925397
55,197721,0,,J090646.2-004453,136.69266,-0.748302,136.69264,-0.74850165,0.15595,8.47822,S,10.479999542,10.989999771,7.5700001717,-3.4199995995,-0.17000000179,-11.210000038,9.7299995422,9.4799995422,21.200000763,0.85000002384,1.5099999905,0.30000001192,-99.0,0.17000000179,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.039427071067,0.0067803185019,0.012580495632,0.0079847997665,0.0047151558084,0.0093436513131,3.7813415527,1.6014000177,0.020999999717,GAMA,5,True,True,0,-99.9,-99.9,-99.9,-99.9,-99.9,9.7299995422,UNC,-23.044447,8.846211,0.0,24.652569,-84.68593,10.125376,275.9652,22.178019,-4.351004,7.9239817,26.77099,7.686709,-0.6816183,0.26155183
56,377527,0,,J091144.5+012952,137.93545,1.497843,137.93626,1.498997,0.17276,6.52935,S,10.590000153,10.850000381,7.6999998093,-3.1500005722,-0.20999999344,-11.039999962,9.5900001526,9.3199996948,21.399999619,0.87999999523,2.5699999332,0.79000002146,-4.2899999619,2.2200000286,2.0499999523,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-1.0,-1.0,-1.0,-1.0,0.038358365714,0.0068524717988,0.019887696419,0.0080646477642,0.0045627172017,0.0096098968248,2.9512662888,1.9484000206,0.072300001979,GAMA,5,True,True,0,-99.9,-99.9,-99.9,-99.9,-99.9,9.5900001526,NOEL,-10.644885,4.633205,1.1803248,11.297679,1.0788356,4.2930655,-1.5569088,8.939051,-2.049398,3.5319135,-15.398029,4.906257,-0.690501,0.29952064
57,622778,0,,J090013.7+004139,135.05724,0.694268,135.05661,0.69289946,0.24372,4.58826,S,10.479999542,10.489999771,8.1499996185,-2.3400001526,-0.93000000715,-11.409999847,9.0500001907,8.6999998093,17.600000381,0.93999999762,2.3299999237,0.47999998927,4.2600002289,-99.0,9.6000003815,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.038640704701,0.0067698615024,0.017238295496,0.0079459847677,0.0081700828612,0.0094501495178,2.0308811665,1.8314000368,-9999.0,GAMA,5,True,True,10,-3.3528373266608367,0.095373702702014,0.1370515833998174,0.8105238260417046,0.06108067323318692,9.0500001907,NOEL,81.75647,6.161127,-14.042685,10.237085,-6.099621,5.6359825,1.0255752,8.590021,18.399235,5.0712056,0.5695406,8.221372,7.16345,0.57688385
58,210136,0,,J090707.3+000805,136.78071,0.134828,136.78041,0.13459785,0.10123,5.95525,S,9.8800001144,10.210000038,7.4099998474,-2.8000001907,-0.89999997616,-11.130000114,9.5200004578,9.1300001144,18.100000381,0.87999999523,2.0,0.46999999881,4.5900001526,0.090000003576,17.530000687,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.037808327538,0.006734307704,0.016987661503,0.0079969987662,0.0023962096059,0.0094605905182,1.7815128565,1.4366999865,0.078199997544,GAMA,5,True,True,13,-3.23610262985458,0.014878245920875546,0.0156110011870308,0.4676958574122979,0.006988408096085386,9.5200004578,YES,287.1328,4.2903976,-8.437407,6.613538,22.583546,3.237667,61.93037,7.4824696,93.38368,3.0915375,82.67477,3.376967,15.338351,0.2648374
59,3632364,0,,J091230.6-005442,138.12777,-0.911675,138.12807,-0.9132501,0.16058,7.54113,S,10.399999619,10.75,7.7899999619,-2.9600000381,-0.5,-11.260000229,9.4899997711,9.1000003815,19.299999237,0.91000002623,2.0699999332,0.43999999762,4.8499999046,3.1199998856,1.2999999523,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.037722580142,0.0067395362037,0.027971197182,0.0080003257661,0.0035656016576,0.009250726409,2.0299658775,3.4035999775,0.12160000205,GAMA,5,True,True,3,-2.1679547508103827,+,0.0,0.0158188292977867,-,9.4899997711,YES,-13.186466,8.496751,0.0,12.501619,21.174805,5.7710247,37.20588,10.382913,35.974224,7.3889313,-0.25838932,4.853939,-0.5184134,0.33415076
60,574263,0,,J085934.4-000456,134.89351,-0.082253,134.89502,-0.08209159,0.17386,7.85731,S,10.279999733,10.729999542,7.6500000954,-3.0799994469,-0.75,-11.5,9.5600004196,9.2399997711,19.600000381,0.92000001669,1.9700000286,0.43000000715,-4.7199997902,2.1199998856,2.5499999523,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.024104401469,-99.0,0.024104401469,0.034044853403,0.0066558802074,0.0094586607234,0.0080435767648,-0.0083715941701,0.0095253247211,2.580637455,3.7367999554,0.18780000508,GAMA,5,True,True,10,-3.5969506069768857,0.12614468555813305,0.2126533891156536,0.2726260779363357,0.022943892539131865,9.5600004196,NOEL,55.40124,4.6625037,-33.857525,8.895816,9.273042,3.7245786,5.0254164,6.385379,5.7729177,2.3352592,10.345013,3.80364,2.5897977,0.22544682
