SPECID,CATAID_1,Z_x,BPT,WHAN,mass_stellar_percentile50,CATAID_x,HB_REDCHI_EMB,HB_REDCHI_EMABS,HB_FITFAIL_x,HB_MODSEL_EM_LINE_x,HB_MODSEL_EMB_EM,HB_MODSEL_NABS_N,HB_CEN_x,SIG_HB_N,SIG_HB_N_ERR,HB_N_FLUX,HB_N_FLUX_ERR,SIG_HB_B,SIG_HB_B_ERR,HB_B_FLUX,HB_B_FLUX_ERR,HA_REDCHI_EMB,HA_REDCHI_EMABS,HA_FITFAIL_x,HA_MODSEL_EM_LINE_x,HA_MODSEL_EMB_EM,HA_MODSEL_NABS_N,HA_CEN_x,SIG_HA_N,SIG_HA_N_ERR,HA_N_FLUX,HA_N_FLUX_ERR,SIG_HA_B,SIG_HA_B_ERR,HA_B_FLUX,HA_B_FLUX_ERR,CATAID_y,Z_y,HB_REDCHI_ABS,HB_REDCHI_EM,HB_FITFAIL_y,HB_MODSEL_EM_LINE_y,HB_MODSEL_ABS_LINE,HB_MODSEL_EM_ABS,HB_CEN_y,SIG_HB,SIG_HB_ERR,HA_REDCHI_ABS,HA_REDCHI_EM,HA_FITFAIL_y,HA_MODSEL_EM_LINE_y,HA_MODSEL_ABS_LINE,HA_MODSEL_EM_ABS,HA_CEN_y,SIG_HA,SIG_HA_ERR,VEL_B_HA,VEL_B_HA_ERR,BLR_HA
528184252479596544,719471,0.28214732,UNCXY,sAGN,10.6,719471,1.6724461,12.688373,0.0,201,201,0,6357.950754506495,10.479321,-0.0,218.68033,13.151371,47.790985,0.82182705,1798.31,44.359314,1.4360814,23.72609,0.0,201,201,0,8414.47626002646,11.146048,0.43500847,891.55707,42.10154,64.60436,1.2536706,3978.2412,116.227036,719471,0.28214732,31.8413,14.454943,0.0,201,0,201,6357.950754506495,10.479321,-0.0,155.00294,23.413744,0.0,201,0,201,8414.47626002646,8.434233,0.24102621,3.3620554419711084,1.6499770547326724,True
529211196608374784,197639,0.28247994,UNCXY,sAGN,10.87,197639,0.9838835,1.286756,0.0,201,201,0,6359.600152984702,2.8006477,1.2688361,17.218437,10.336083,56.079556,5.923306,377.259,50.89378,1.1413163,1.7553414,0.0,201,201,0,8416.65916846254,3.2868943,0.39074275,98.363525,16.354101,48.25215,3.214715,857.506,91.23283,197639,0.28247994,1.8347126,1.3208708,0.0,201,0,201,6359.600152984702,10.482039,-0.0,8.372808,1.7301234,0.0,201,0,201,8416.65916846254,3.260147,0.31934136,3.2351976313262605,2.0588234387604807,True
529278266817669120,600408,0.19631727,AGNXY,sAGN,10.92,600408,2.739447,4.9629197,0.0,201,201,0,5932.334043707728,2.218632,0.20560248,135.51051,17.007017,37.885197,1.263611,1476.8057,67.15011,1.9559264,15.984638,0.0,201,201,0,7851.190722410691,2.6678803,0.076088645,635.57574,26.931944,38.71199,0.38822073,4841.5723,78.25109,600408,0.19631727,35.036087,4.9629145,0.0,201,0,201,5932.334043707728,9.777809,-0.0,129.98904,15.741218,0.0,201,0,201,7851.190722410691,3.035951,0.06711762,3.1697306724021126,1.1709638973803025,True
530323352535984128,600710,0.16261621,AGNXY,sAGN,10.93,600710,0.9784276,1.2857987,0.0,201,201,0,5765.216245887518,3.7368484,0.6570345,78.704704,18.035202,56.59801,7.092068,623.3119,95.78395,1.4100535,3.6138735,0.0,201,201,0,7630.01745500384,6.53056,0.3654918,554.3618,46.30407,31.597057,1.3594939,1658.0829,158.5898,600710,0.16261621,4.37799,1.2881484,0.0,201,0,201,5765.216245887518,9.502362,-0.0,40.943886,3.9975183,0.0,201,0,201,7630.01745500384,12.828201,-0.0,3.0939418050723804,1.7276724347113184,True
530346167402260480,377246,0.16429628,AGNXY,sAGN,11.07,377246,1.3930664,3.258171,0.0,201,201,0,5773.547411574823,2.5693784,-0.0,0.0,-0.0,34.975037,1.055799,2004.1105,78.89178,2.201849,21.246662,0.0,201,201,200,7641.043396946609,2.689409,0.38695678,153.98929,28.776812,39.38311,0.5580104,7818.3223,246.98766,377246,0.16429628,8.116581,3.9912128,0.0,201,0,201,5773.547411574823,9.516093,-0.0,133.48135,22.109081,0.0,201,0,201,7641.043396946609,9.456401,0.57930255,3.188978045145608,1.3403103299221495,True
531566625829185536,747874,0.30772892,SFGXY,SFG,10.31,747874,1.2720499,1.4238236,0.0,201,201,0,6484.80543052341,10.688405,-0.0,177.5777,7.799331,50.057648,6.764602,149.2188,27.460516,1.1190778,1.2218938,0.0,201,201,0,8582.363005462652,9.634036,0.6072265,349.48132,38.16859,29.38658,1.9389641,594.73474,94.31671,747874,0.30772892,7.2652073,1.4816879,0.0,201,0,201,6484.80543052341,10.688405,-0.0,24.104103,1.9488298,0.0,201,0,201,8582.363005462652,14.429362,-0.0,3.0113628691001333,1.8307835913009722,True
5336779946893770752,396833,0.01846365,AGNXY,sAGN,10.33,396833,14.404311,13.375799,0.0,201,0,201,5050.388182203051,2.369623,0.022059172,3459.0054,48.237007,-99999.0,-99999.0,-99999.0,-99999.0,3.9774616,8.213339,0.0,201,201,0,6683.9730447651655,2.966101,0.015225332,20930.03,173.52051,17.212355,0.36929184,5546.0444,237.04291,396833,0.01846365,220.93205,14.291484,0.0,201,0,201,5050.388182203051,2.1975584,0.020412995,545.6516,8.454721,0.0,201,0,201,6683.9730447651655,3.220363,0.011447141,2.8876263078377833,1.2191557245690487,True
533784066659477504,210948,0.0693843,UNCXY,sAGN,10.66,210948,1.2741874,1.52017,0.0,201,201,0,5302.895037927755,3.370628,0.27677742,253.8779,28.701422,86.710655,-0.0,1416.7505,144.47073,1.1178414,2.624398,0.0,201,201,0,7018.155083133968,5.343391,0.17648397,1267.0999,56.588696,37.249203,2.3380225,1917.628,208.87215,210948,0.0693843,5.899949,1.5137266,0.0,201,0,201,5302.895037927755,3.8946924,0.2718149,50.787067,2.6708658,0.0,201,0,201,7018.155083133968,5.2563047,0.11527885,3.2017147269859296,1.9994464284404987,True
5396513115045625856,598998,0.078406624,AGNXY,sAGN,10.77,598998,3.9569004,3.6494117,0.0,201,0,201,5347.635204834046,1.9536442,0.05597457,436.57773,17.394281,-99999.0,-99999.0,-99999.0,-99999.0,3.0214252,8.922915,0.0,201,201,0,7077.366783072942,2.545888,0.028881272,2589.192,44.637108,20.023464,0.33238038,2717.3726,81.70281,598998,0.078406624,51.36206,3.9259064,0.0,201,0,201,5347.635204834046,1.7461711,0.053018574,179.0118,8.78772,0.0,201,0,201,7077.366783072942,3.1018379,0.023938004,2.9284882108201655,1.1485843795236594,True
584413008453724160,290243,0.2672637,AGNXY,sAGN,11.2,290243,2.9472508,2.9303675,0.0,201,0,0,6284.145374744382,4.0616803,1.9702733,340.28967,635.4948,-99999.0,-99999.0,-99999.0,-99999.0,1.1915039,1.5327071,0.0,201,201,0,8316.797992318843,3.8920486,0.21879053,601.456,42.76969,24.032524,1.9440887,975.9524,143.02339,290243,0.2672637,46.758106,2.9241655,0.0,201,0,201,6284.145374744382,3.0867095,0.24649617,22.459274,1.510261,0.0,201,0,201,8316.797992318843,5.1822095,0.1468988,2.93766393463707,1.8455806258869494,True
598996376063338496,318826,0.20117915,AGNXY,sAGN,10.66,318826,1.3345879,1.500354,0.0,201,201,0,5956.443258834358,1.1616892,0.20972991,65.86348,15.50353,16.926662,1.8413115,365.89374,55.89428,1.7100351,5.17464,0.0,201,201,0,7883.098238867485,1.9584563,0.1555925,704.95325,124.47092,21.923222,0.9457976,2277.9163,239.13383,318826,0.20117915,7.5518494,1.4726574,0.0,201,0,201,5956.443258834358,9.817547,-0.0,58.077633,5.3732953,0.0,201,0,201,7883.098238867485,2.9389231,0.05586112,2.921028145825113,1.5559219718110047,True
600106882824169472,227623,0.2540331,UNCXY,sAGN,11.39,227623,1.0324497,1.0558667,0.0,201,2,0,6218.537058327646,2.2527611,0.64700204,41.53333,15.875902,101.68284,-0.0,458.67584,161.58759,1.4031396,1.4409399,0.0,201,201,0,8229.96818783229,2.6358035,0.31570345,149.57512,23.76197,22.824173,1.4559923,959.51624,81.68637,227623,0.2540331,1.3109741,1.0560288,0.0,201,0,201,6218.537058327646,2.8488038,0.70357037,6.386049,1.5639708,0.0,201,0,201,8229.96818783229,3.3993814,0.26233307,2.9198175969129436,1.7245816246581536,True
600117603062540288,296974,0.11648728,AGNXY,sAGN,10.98,296974,1.3637526,1.968624,0.0,201,201,0,5536.470688048707,1.4078972,0.61795515,45.88734,26.458452,67.90652,6.1350255,2659.1243,289.15173,0.95582587,5.5345244,0.0,201,201,0,7327.282479484109,2.4458363,0.30685657,254.66805,41.988037,36.09324,0.65293497,6553.268,187.12839,296974,0.11648728,7.052348,2.0360463,0.0,201,0,201,5536.470688048707,9.125339,-0.0,45.36127,5.4502425,0.0,201,0,201,7327.282479484109,3.3480434,0.22555043,3.1693036375988,1.4267476975021727,True
600121726231144448,238492,0.25236303,UNCXY,sAGN,10.71,238492,1.4785585,2.7897584,0.0,201,201,0,6210.255461422268,10.235886,-0.0,163.55867,13.20723,33.946922,1.3522072,535.38934,34.050426,1.8162954,3.7930605,0.0,201,201,0,8219.007848055197,5.9635234,0.48085222,230.24762,24.559378,30.87399,0.5944664,1901.1981,79.52232,238492,0.25236303,10.06245,3.3145204,0.0,201,0,201,6210.255461422268,10.235886,-0.0,85.24889,4.2986994,0.0,201,0,201,8219.007848055197,9.281907,0.33173785,3.0515940669421355,1.3361286205567362,True
600138493783468032,717517,0.26541358,UNCXY,sAGN,10.62,717517,1.3339237,1.5302582,0.0,201,201,0,6274.970934245739,4.6518726,1.3097194,81.01749,29.45856,23.049635,2.0974572,581.70795,82.13341,0.7875863,1.0532582,0.0,201,201,0,8304.656012181587,9.046711,0.69554895,843.02295,116.689964,32.68953,2.7050457,1754.724,336.64465,717517,0.26541358,5.9372926,1.518303,0.0,201,0,201,6274.970934245739,10.342551,-0.0,17.8937,6.3231826,0.0,201,0,201,8304.656012181587,10.908305,1.6211768,3.0719077311871827,1.989673661343646,True
600145915486955520,238358,0.054054633,AGNXY,sAGN,10.76,238358,2.2227046,3.038196,0.0,201,201,0,5226.877816909298,3.1716497,0.55735207,282.48648,65.33704,41.985043,2.364222,3718.0505,274.303,0.80351925,7.207818,0.0,201,201,201,6917.549537996707,4.598629,0.26479283,1878.9574,149.29042,32.241783,0.62619513,15711.992,603.09607,238358,0.054054633,19.330881,3.2227423,0.0,201,0,201,5226.877816909298,8.61506,-0.0,93.841896,7.5612154,0.0,201,0,201,6917.549537996707,4.3323035,0.16187645,3.1452874757096088,1.433578110761619,True
602527182878697472,343175,0.28637165,SFGXY,sAGN,10.7,343175,1.439326,1.4895455,0.0,201,12,0,6378.898461655959,3.5743177,0.872456,38.98664,12.384675,15.412972,3.0417802,95.35385,31.66995,1.1324651,1.1874199,0.0,201,21,0,8442.19965571118,4.5520062,0.459922,246.78165,32.16712,21.799934,2.3294892,420.43118,105.68573,343175,0.28637165,2.4411411,1.4788568,0.0,201,0,201,6378.898461655959,9.018005,0.87769103,10.783041,1.2059232,0.0,201,0,201,8442.19965571118,5.7992773,0.25125843,2.888820262808565,1.9176257853511525,True
603490630361966592,240161,0.2956451,SFGXY,sAGN,11.15,240161,3.1864715,7.3662577,0.0,201,201,0,6424.883875312137,10.589642,-0.0,869.7722,24.394772,44.630634,1.2168285,1868.0786,73.23578,1.3415035,5.2954144,0.0,201,201,0,8503.059386536108,10.097969,0.26617068,2487.5164,101.390465,40.21095,1.0485716,5077.2417,292.02704,240161,0.2956451,30.04962,8.362523,0.0,201,0,201,6424.883875312137,10.589642,-0.0,137.76389,5.5356884,0.0,201,0,201,8503.059386536108,10.391828,0.22896492,3.151589824275764,1.5678435815720297,True
603502175234058240,321011,0.28006503,UNCXY,sAGN,10.98,321011,1.1259332,1.598638,0.0,201,201,0,6347.624998789828,4.31956,0.9970566,59.100174,17.79536,49.202095,3.4883897,734.2102,69.15392,1.3767518,2.4697142,0.0,201,201,0,8400.810563373629,7.7048154,0.5500384,472.1542,46.864105,52.2451,3.3579295,2006.6605,237.44963,321011,0.28006503,2.9433823,1.6699623,0.0,201,0,201,6347.624998789828,10.462301,-0.0,17.272203,2.4645553,0.0,201,0,201,8400.810563373629,7.363174,0.46915236,3.2705450761422856,2.0785710852141643,True
603567046420097024,239599,0.21111476,AGNXY,sAGN,10.83,239599,1.384616,2.0662737,0.0,201,201,0,6005.71231995715,0.93764967,-0.0,2.4079258,4.654407,65.86892,4.7603292,935.97455,83.87328,1.6180884,6.8265796,0.0,201,201,0,7948.303736861894,5.5130033,0.49505192,188.09178,23.651175,55.923412,1.6932458,2764.4768,120.21986,239599,0.21111476,4.5457563,2.1831486,0.0,201,0,201,6005.71231995715,9.898753,-0.0,34.099792,6.7908196,0.0,201,0,201,7948.303736861894,4.9382224,0.34966144,3.3241399087498094,1.8052662550597345,True
604616530319140864,240500,0.075382754,AGNXY,sAGN,10.08,240500,1.085831,1.3130008,0.0,201,201,0,5332.640357481164,1.2251451,0.35101646,37.08627,13.99326,62.72131,10.221516,754.82794,149.89996,0.97871006,8.262411,0.0,201,201,0,7057.521743067856,2.6678262,0.09749482,475.03552,23.806131,39.999603,0.88993233,2883.124,94.92703,240500,0.075382754,7.3906775,1.31478,0.0,201,0,201,5332.640357481164,1.6692356,0.33672556,50.66051,8.200012,0.0,201,0,201,7057.521743067856,2.6451938,0.08457279,3.230224159050625,1.5775254624865154,True
604704766127269888,251811,0.13993292,AGNXY,sAGN,10.42,251811,1.6350479,2.7834084,0.0,201,201,0,5652.733659453871,2.3290653,0.25823185,133.18478,19.63083,30.474028,1.1822608,1380.2893,72.93023,1.423634,9.031666,0.0,201,201,0,7481.15155626415,3.5544226,0.11704158,809.5475,36.23491,33.285137,0.38953248,5458.53,112.239006,251811,0.13993292,27.317947,2.8403857,0.0,201,0,201,5652.733659453871,9.316966,-0.0,117.90896,8.894822,0.0,201,0,201,7481.15155626415,4.083383,0.08706346,3.125102598804385,1.193395925842072,True
604760566342379520,262966,0.21121311,AGNXY,sAGN,11.1,262966,2.3517926,8.160739,0.0,201,201,0,6006.199973390578,0.93772584,-0.0,23.11288,7.9583573,39.060905,0.74275786,2669.3823,68.7044,1.6497363,25.691322,0.0,201,201,0,7948.94912535217,2.6775756,0.3397033,155.68993,26.031723,42.94879,0.36829948,8299.755,120.11874,262966,0.21121311,27.031599,9.045744,0.0,201,0,201,6006.199973390578,9.899557,-0.0,143.6563,25.37298,0.0,201,0,201,7948.94912535217,4.796946,0.20744123,3.2094619184183903,1.1427120911723956,True
604768262923773952,263031,0.29992333,UNCXY,sAGN,10.86,263031,1.1784235,1.4953089,0.0,201,201,0,6446.0989171241,2.0248642,0.2793469,35.7134,6.546924,18.028507,0.9038242,280.12918,20.241465,1.3000269,2.6492481,0.0,201,201,10,8531.13658822813,2.973426,0.15590534,211.57346,14.575639,21.703444,0.6992392,821.095,39.970474,263031,0.29992333,5.783076,1.4836268,0.0,201,0,201,6446.0989171241,10.624608,-0.0,25.657701,2.6100738,0.0,201,0,201,8531.13658822813,6.4502172,0.17105496,2.8823424627371637,1.390439574882072,True
G09_Y1_AN1_176,300335,0.13978218,AGNXY,sAGN,10.85,300335,0.9343116,0.9386601,0.0,201,0,0,5651.986132333938,1.7390574,0.49850076,25.873001,9.806128,92.42351,-0.0,255.23265,83.46043,0.6146653,0.7379064,0.0,201,201,11,7480.162236049623,5.084829,0.40140584,178.89868,20.211819,36.23976,6.562131,388.38083,110.35445,300335,0.13978218,1.8417443,0.94878554,0.0,201,0,201,5651.986132333938,1.9284494,0.48324373,8.495313,0.7682947,0.0,201,0,201,7480.162236049623,5.2517996,0.2607944,3.162094998490194,2.4199545815864854,True
G09_Y1_BN2_306,381008,0.25813785,SFGXY,UNC,10.69,381008,0.65435237,0.72141355,0.0,201,201,0,6238.89189596312,4.4777327,0.4759976,49.66132,6.960122,64.43574,13.454381,152.09955,39.391907,0.68275595,0.9359806,0.0,201,201,0,8256.906946038145,4.6458836,0.17254628,214.27377,10.310431,19.816591,0.9002194,348.36142,30.43047,381008,0.25813785,1.4182786,0.7256539,0.0,201,0,201,6238.89189596312,5.945157,0.49954364,31.3767,0.9281561,0.0,201,0,201,8256.906946038145,6.1627073,0.10527052,2.857032258680869,1.5143516806112731,True
G09_Y1_DS2_116,3903268,0.3056381,UNCXY,sAGN,10.6,3903268,0.7377675,3.0046518,0.0,201,201,0,6474.437453324115,10.824218,-0.0,20.796206,3.6754837,57.963165,2.0332124,350.7843,16.410337,0.9138226,9.998146,0.0,201,201,0,8568.641430480946,8.817019,0.80671865,43.304688,5.5930743,64.28724,1.6871156,850.3106,35.985794,3903268,0.3056381,5.283182,3.3274848,0.0,201,0,201,6474.437453324115,10.824218,-0.0,50.14337,9.93565,0.0,201,0,201,8568.641430480946,7.1786532,0.34132788,3.3520335144099564,1.7710535746831921,True
G09_Y1_EN1_379,376892,0.24907152,AGNXY,sAGN,10.38,376892,0.58818716,0.5429046,0.0,201,0,201,6193.933421723032,1.7502824,0.8019787,5.127062,3.0203395,-99999.0,-99999.0,-99999.0,-99999.0,0.71442926,1.0433867,0.0,201,201,0,8197.406325667329,3.1028318,0.08328205,160.7769,5.6299405,19.30455,1.3334252,156.00957,16.715984,376892,0.24907152,1.092632,0.5848452,0.0,201,201,201,6193.933421723032,1.6942675,-0.0,25.128395,1.0347731,0.0,201,0,201,8197.406325667329,3.80818,0.06202375,2.8488039228049833,1.6881128988447092,True
G09_Y1_GS1_355,601010,0.24468896,AGNXY,sAGN,10.81,601010,0.61759686,0.6028676,0.0,201,0,1,6172.201077060269,4.8741965,0.5306419,165.8315,18.689083,-99999.0,-99999.0,-99999.0,-99999.0,0.64651865,0.7073675,0.0,201,12,0,8168.644495747537,5.713605,0.12841353,342.56577,10.799169,34.71849,7.7256336,101.11953,37.29847,601010,0.24468896,5.4848228,0.6140744,0.0,201,0,201,6172.201077060269,3.0863695,0.41036645,24.445353,0.70137286,0.0,201,0,201,8168.644495747537,5.818965,0.11735365,3.1052315354968867,2.452604814426997,True
G09_Y1_GS2_316,210349,0.30287617,AGNXY,sAGN,11.23,210349,0.75340295,1.246548,0.0,201,201,0,6460.74151093477,1.6942675,-0.0,7.5465875,2.0853455,73.25457,5.823779,351.84985,33.996147,0.76969,2.1029642,0.0,201,201,201,8550.515435715706,6.1660194,0.28609297,138.45343,9.459125,50.37267,1.9092534,801.512,49.46006,210349,0.30287617,3.787435,1.2509816,0.0,201,0,201,6460.74151093477,10.802319,-0.0,25.184269,2.2118704,0.0,201,0,201,8550.515435715706,5.8089414,0.22917715,3.2470233788163316,1.825691980265879,True
G09_Y1_HS2_160,198228,0.14478786,UNCXY,sAGN,10.23,198228,1.040803,1.0235507,0.0,201,0,1,5676.808488134108,2.4556696,0.3950844,263.1803,81.016884,-99999.0,-99999.0,-99999.0,-99999.0,0.8201657,1.579736,0.0,201,201,0,7513.013563727873,2.6466324,0.026638629,747.6059,10.175065,15.617589,1.0411803,269.00806,25.799856,198228,0.14478786,2.3708348,1.0341454,0.0,201,0,201,5676.808488134108,1.7740992,0.10698344,122.37631,1.5656313,0.0,201,0,201,7513.013563727873,2.9126534,0.021015214,2.7946205195679705,1.6185324723286059,True
G09_Y1_HS2_257,601054,0.16779903,AGNXY,sAGN,10.64,601054,1.0170444,0.9910292,0.0,201,0,1,5790.916935813444,1.3885518,0.16801655,55.333794,8.868738,-99999.0,-99999.0,-99999.0,-99999.0,0.5059388,0.66170436,0.0,201,201,0,7664.031220381737,2.6803386,0.045027744,382.05368,8.670952,23.271122,3.7581909,130.34822,28.92979,601054,0.16779903,4.177302,1.0106612,0.0,201,0,201,5790.916935813444,1.1816025,0.15840787,36.7647,0.6556888,0.0,201,0,201,7664.031220381737,2.837638,0.03735076,2.959180760681366,2.1673422743256463,True
