SPECID,CATAID_1,Z_x,BPT,WHAN,mass_stellar_percentile50,CATAID_x,HB_REDCHI_EMB,HB_REDCHI_EMABS,HB_FITFAIL_x,HB_MODSEL_EM_LINE_x,HB_MODSEL_EMB_EM,HB_MODSEL_NABS_N,HB_CEN_x,SIG_HB_N,SIG_HB_N_ERR,HB_N_FLUX,HB_N_FLUX_ERR,SIG_HB_B,SIG_HB_B_ERR,HB_B_FLUX,HB_B_FLUX_ERR,HA_REDCHI_EMB,HA_REDCHI_EMABS,HA_FITFAIL_x,HA_MODSEL_EM_LINE_x,HA_MODSEL_EMB_EM,HA_MODSEL_NABS_N,HA_CEN_x,SIG_HA_N,SIG_HA_N_ERR,HA_N_FLUX,HA_N_FLUX_ERR,SIG_HA_B,SIG_HA_B_ERR,HA_B_FLUX,HA_B_FLUX_ERR,CATAID_y,Z_y,HB_REDCHI_ABS,HB_REDCHI_EM,HB_FITFAIL_y,HB_MODSEL_EM_LINE_y,HB_MODSEL_ABS_LINE,HB_MODSEL_EM_ABS,HB_CEN_y,SIG_HB,SIG_HB_ERR,HA_REDCHI_ABS,HA_REDCHI_EM,HA_FITFAIL_y,HA_MODSEL_EM_LINE_y,HA_MODSEL_ABS_LINE,HA_MODSEL_EM_ABS,HA_CEN_y,SIG_HA,SIG_HA_ERR,VEL_B_HA,VEL_B_HA_ERR,BLR_HA
G09_Y1_IS2_109,663361,0.18238913,AGNXY,sAGN,10.93,663361,0.93607485,0.93488806,0.0,201,0,0,5863.266778255772,4.2524266,1.2456657,201.7438,2200.7803,-99999.0,-99999.0,-99999.0,-99999.0,0.72440964,0.83480513,0.0,201,201,0,7759.783146616163,3.7716484,0.46755055,161.49028,25.306856,20.298492,1.138728,682.8689,76.17714,663361,0.18238913,7.1623206,0.9302966,0.0,201,200,201,5863.266778255772,3.231274,1.7569898,13.206147,0.8380945,0.0,201,0,201,7759.783146616163,5.916706,0.29827374,2.89443489304796,1.643391117787414,True
G09_Y2_002_167,347776,0.27200663,UNCXY,sAGN,10.83,347776,0.49442095,0.5153966,0.0,201,1,0,6307.664686105224,2.3785274,0.36306435,15.532749,3.1684744,103.1566,-0.0,75.041885,22.05771,0.62732196,1.3659225,0.0,201,201,0,8347.924796337842,2.5653133,0.1256461,96.6355,8.654615,17.942636,1.2946655,172.81754,47.79698,347776,0.27200663,1.1476139,0.513194,0.0,201,0,201,6307.664686105224,2.5344446,0.35670495,14.549249,1.3549672,0.0,201,0,201,8347.924796337842,4.705536,0.10706095,2.809128421674208,1.66739975008971,True
G09_Y2_024_361,372936,0.29117188,AGNXY,sAGN,10.77,372936,1.6903458,1.635985,0.0,201,0,201,6402.702004415245,4.373211,0.2781851,58.619442,4.810689,-99999.0,-99999.0,-99999.0,-99999.0,1.2927803,1.5392303,0.0,201,201,0,8473.702627845805,4.9959836,0.11985941,389.98636,11.626745,25.85746,1.3070216,267.6149,36.75717,372936,0.29117188,46.73401,1.6810582,0.0,201,0,201,6402.702004415245,3.4703655,0.22170241,70.66409,1.5270785,0.0,201,0,201,8473.702627845805,5.5361633,0.06920626,2.961333345450887,1.6650302487667932,True
G09_Y3_003_073,381284,0.30223957,AGNXY,UNC,11.04,381284,17.435514,17.41926,0.0,201,0,0,6457.584763714663,3.550678,0.38394254,72.49602,10.259964,-99999.0,-99999.0,-99999.0,-99999.0,2.6732097,2.8486543,0.0,201,201,0,8546.337615602257,3.816972,0.13464715,217.86023,10.28199,15.872042,1.4641173,151.7907,24.595036,381284,0.30223957,51.01144,17.337929,0.0,201,0,201,6457.584763714663,2.8902001,0.32626337,10.642748,2.8266017,0.0,201,0,201,8546.337615602257,4.5021243,0.110492274,2.745673461709048,1.7106165299675609,True
G09_Y4_203_291,3576875,0.2024738,UNCXY,sAGN,10.67,3576875,0.7551655,0.80574083,0.0,201,201,0,5962.863241003271,1.7761846,0.6460901,30.715488,14.375073,16.022993,0.9933047,514.0,45.929573,0.61883974,1.2430705,0.0,201,201,1,7891.594811054965,3.9650004,0.2554914,227.80313,19.322031,21.479757,0.39784682,1657.966,54.281693,3576875,0.2024738,4.12851,0.85184425,0.0,201,0,201,5962.863241003271,10.007723,-0.0,38.386044,1.2327479,0.0,201,0,201,7891.594811054965,7.7285643,0.15978384,2.911685288242633,1.179371815434732,True
G09_Y4_215_230,3913526,0.16076809,SFGX,ELR,10.95,3913526,0.8712602,0.8524507,0.0,111,0,0,5756.051718374514,9.529906,-0.0,311.31705,0.0,-99999.0,-99999.0,-99999.0,-99999.0,0.5364633,0.56859887,0.0,201,2,0,7617.888594279671,2.1598287,0.4988724,25.748695,7.551164,50.131912,13.785619,121.80888,46.443485,3913526,0.16076809,0.8946525,0.8522718,0.0,111,2,21,5756.051718374514,5.5050364,2.2055564,0.8718916,0.57136923,0.0,201,0,201,7617.888594279671,2.210781,0.51391286,3.29510035442782,2.734412357288685,True
G12_Y1_AN1_388,609308,0.3021271,AGNXY,sAGN,10.87,609308,0.9675709,0.7981937,0.0,201,0,201,6457.026990160027,3.0933201,0.7963527,24.561954,8.273174,-99999.0,-99999.0,-99999.0,-99999.0,0.66747653,0.79743123,0.0,201,201,0,8545.599426126564,4.3568163,0.22065194,154.2967,10.026452,25.033836,1.9878106,207.28867,32.448025,609308,0.3021271,13.095407,0.87056154,0.0,201,201,201,6457.026990160027,10.79638,-0.0,14.400341,0.7911892,0.0,201,0,201,8545.599426126564,5.3246984,0.15743665,2.943605574251477,1.8434531736146882,True
G12_Y1_AX1_025,22002,0.22532038,AGNXY,sAGN,10.77,22002,1.6220388,1.6159257,0.0,201,0,0,6076.15556793698,4.051645,0.23578046,130.88165,11.889447,-99999.0,-99999.0,-99999.0,-99999.0,0.7737192,1.6888412,0.0,201,201,0,8041.532366760498,3.5665627,0.0899895,314.9067,10.185585,18.52171,0.32724023,911.5975,28.982231,22002,0.22532038,50.209187,1.6126448,0.0,201,0,201,6076.15556793698,3.6961737,0.1808049,89.437325,1.6747673,0.0,201,0,201,8041.532366760498,5.841597,0.06628153,2.8391629686694047,1.0863485778623103,True
G12_Y1_BX1_056,22307,0.23272711,AGNXY,sAGN,10.45,22307,1.4654015,1.4878566,0.0,201,201,0,6112.884284778039,3.203366,0.068560034,174.686,5.070181,28.702547,5.77777,54.380802,15.078813,1.6267341,5.7305827,0.0,201,201,0,8090.141254726683,4.036583,0.026255067,789.3641,7.350969,45.44717,1.2507204,635.17633,26.034657,22307,0.23272711,103.40032,1.5255251,0.0,201,0,201,6112.884284778039,3.337488,0.062822424,190.55632,5.6830926,0.0,201,0,201,8090.141254726683,4.3197274,0.023595514,3.2263714432590374,1.666024831928867,True
G12_Y1_DS1_219,31058,0.3104086,AGNXY,sAGN,10.97,31058,1.407619,1.4109881,0.0,201,2,0,6498.093586321033,4.956121,0.32268894,121.2994,12.031542,10.862047,-0.0,36.9617,16.308586,2.3152542,2.656498,0.0,201,201,0,8599.949312091307,4.8630433,0.14852811,397.70053,16.466951,19.551035,0.5257117,937.0991,49.549786,31058,0.3104086,29.384645,1.432169,0.0,201,0,201,6498.093586321033,5.6479487,0.15555298,92.59019,2.6359081,0.0,201,0,201,8599.949312091307,6.948739,0.07427319,2.8334945645828693,1.2630724539848086,True
G12_Y1_FN1_127,560638,0.27044743,AGNXY,sAGN,10.54,560638,0.59910595,0.92070013,0.0,201,201,0,6299.932970391523,2.571013,0.40710577,31.668835,6.568191,36.654816,3.1574585,233.12402,26.682325,0.6593638,1.1047056,0.0,201,201,201,8337.692200831169,3.9263296,0.26501045,119.07862,9.984446,62.077713,4.711787,588.94556,62.145638,560638,0.27044743,6.746988,0.91555655,0.0,201,0,201,6299.932970391523,10.54535,-0.0,7.4181643,1.1711599,0.0,201,0,201,8337.692200831169,3.6518886,0.26670605,3.3487105532502657,2.228960494115856,True
G12_Y1_GN1_084,561115,0.1813393,UNCXY,sAGN,10.5,561115,0.5919528,0.64761984,0.0,201,201,0,5858.06085230516,7.8126388,4.655181,40.720215,33.853615,23.39686,3.6506681,244.92447,77.613686,0.77498925,0.79898316,0.0,201,3,0,7752.893325978306,1.6942675,-0.0,17.752872,6.219041,19.602116,1.0638928,567.869,41.45435,561115,0.1813393,1.4205625,0.6906892,0.0,201,0,201,5858.06085230516,9.840867,-0.0,5.232089,0.8181599,0.0,201,0,201,7752.893325978306,13.126283,-0.0,2.8796598493885233,1.6142547642542542,True
G12_Y1_IN1_394,611780,0.24070317,AGNXY,sAGN,10.82,611780,0.493228,0.49876612,0.0,201,0,0,6152.43620767303,1.7496018,0.6268999,11.226988,5.2837687,36.048294,22.42034,33.1792,26.731007,0.4994728,0.853388,0.0,201,201,0,8142.48653531924,4.6454625,0.26363757,107.235176,8.168341,56.519184,6.0129085,318.93338,46.101963,611780,0.24070317,2.2788987,0.49832833,0.0,201,0,201,6152.43620767303,2.1114705,0.62500745,7.698614,0.8461148,0.0,201,0,201,8142.48653531924,5.139972,0.231927,3.3182595369162198,2.345148248977071,True
G12_Y1_ND4_047,560597,0.21854547,AGNXY,sAGN,10.72,560597,0.710744,0.6994095,0.0,201,0,0,6042.5599470721645,4.2250843,1.3702881,27.30918,11.334953,-99999.0,-99999.0,-99999.0,-99999.0,0.43019357,0.575573,0.0,201,201,0,7997.069997496711,3.6167836,0.26727822,91.712166,8.66004,20.81761,1.3562922,200.45041,22.72864,560597,0.21854547,16.561705,0.70660377,0.0,201,0,201,6042.5599470721645,3.142763,1.4270835,9.468364,0.5707498,0.0,201,0,201,7997.069997496711,5.430946,0.18893658,2.892320673704167,1.7062430697062099,True
G12_Y2_004_130,185957,0.29071784,UNCXY,sAGN,11.14,185957,0.7145699,2.0886972,0.0,201,201,0,6400.450445263426,4.28137,0.24581985,64.951065,4.978089,104.67331,-0.0,725.6826,25.956253,1.2117507,6.498497,0.0,201,201,201,8470.722785477948,5.7258177,0.17934687,515.3361,20.234203,80.72639,2.9851618,1407.0598,62.02663,185957,0.29071784,9.124666,2.107162,0.0,201,0,201,6400.450445263426,6.4778366,0.27634272,80.608444,6.724321,0.0,201,0,201,8470.722785477948,5.7417145,0.06235965,3.4559157654810964,2.0238681092396313,True
G12_Y3_022_032,56145,0.15533425,UNCXY,sAGN,10.48,56145,0.7830774,0.9730983,0.0,201,201,0,5729.106205041253,2.702535,0.38556868,70.51665,13.317084,60.32155,8.379367,476.2794,82.48974,0.57421684,1.2127789,0.0,201,201,0,7582.227358291606,3.678437,0.10717408,336.14862,12.541804,31.481281,1.3377031,677.2726,55.5284,56145,0.15533425,2.7063675,0.982434,0.0,201,0,201,5729.106205041253,3.8282075,0.39023635,30.955618,1.2038697,0.0,201,0,201,7582.227358291606,3.9587543,0.07534357,3.0950762958811833,1.7233836335308197,True
G12_Y3_044_396,693741,0.26379222,UNCXY,sAGN,10.73,693741,0.62615263,0.6834385,0.0,201,201,0,6266.930872747579,2.5050728,0.50882447,25.770302,6.6977634,10.49265,-0.0,66.706154,9.156894,0.637076,1.5044079,0.0,201,201,0,8294.015334199383,3.882387,0.15262021,295.70975,14.4882965,19.984936,0.5154228,770.4712,37.34742,693741,0.26379222,1.880678,0.68306774,0.0,201,0,201,6266.930872747579,8.03513,0.65616965,36.78371,1.4922755,0.0,201,0,201,8294.015334199383,6.265068,0.09740127,2.8587586307722934,1.2702194948496022,True
G12_Y4_206_292,172219,0.30977488,UNCXY,sAGN,10.85,172219,0.61834186,0.80455315,0.0,201,201,0,6494.950980710902,4.632734,0.5861416,70.847046,12.053533,100.23548,18.463243,601.45233,141.3511,0.5928775,1.3259252,0.0,201,201,0,8595.790207794636,2.535206,0.097149745,372.25952,19.358435,42.42302,1.4495189,1990.9738,93.02108,172219,0.30977488,2.0842183,0.80803514,0.0,201,0,201,6494.950980710902,10.857021,-0.0,12.8258,1.3156201,0.0,201,0,201,8595.790207794636,2.8247192,0.08956363,3.170136477274306,1.7037587779502432,True
G12_Y5_010_337,171994,0.2334539,AGNXY,sAGN,10.67,171994,0.5823492,0.5814334,0.0,201,0,0,6116.488282132182,3.9881575,1.1424665,155.02283,45.521053,-99999.0,-99999.0,-99999.0,-99999.0,0.46406117,0.48276863,0.0,201,1,0,8094.910991289385,4.288724,0.32196215,195.25282,18.655346,24.35535,5.572288,138.00217,63.637005,171994,0.2334539,6.1978626,0.5789959,0.0,201,0,201,6116.488282132182,3.4388075,1.3036115,6.9911895,0.47913447,0.0,201,0,201,8094.910991289385,4.9161506,0.21472768,2.955203000164387,2.314642179710693,True
G12_Y6_052_118,131908,0.11075264,AGNXY,sAGN,10.24,131908,2.3466337,2.279626,0.0,201,0,201,5508.033612776101,2.4304407,0.2150031,89.89364,10.450987,-99999.0,-99999.0,-99999.0,-99999.0,0.8157986,1.8839809,0.0,201,201,0,7289.647224977564,2.5120265,0.0679872,395.13083,13.783906,17.939161,0.8795774,579.3206,43.396214,131908,0.11075264,19.130203,2.3302996,0.0,201,0,201,5508.033612776101,1.8402663,0.18607858,48.58721,1.8666986,0.0,201,0,201,7289.647224977564,3.4436467,0.05652451,2.8679163189213255,1.5583882533401328,True
G12_Y6_056_011,959586,0.17979036,SFGX,sAGN,9.187,959586,1.1546868,1.162134,0.0,201,12,0,5850.379944103714,1.6942675,-0.0,0.9466841,1.765821,23.136322,6.06574,37.598366,13.263394,0.6597354,0.9592706,0.0,201,201,102,7742.727972043989,1.6942675,-0.0,1.1147543,0.7912826,42.21542,2.4359267,150.42311,13.022141,959586,0.17979036,1.2934487,1.1837584,0.0,201,0,201,5850.379944103714,9.828645,-0.0,2.1162972,0.99854434,0.0,201,0,201,7742.727972043989,6.866775,1.7718507,3.2133978160295653,1.974590917323285,True
G15_Y1_AN2_301,296575,0.16447157,UNCXY,sAGN,10.5,296575,0.8996636,0.8636376,0.0,201,0,12,5774.416615677241,2.307833,0.18947591,105.14187,11.324845,-99999.0,-99999.0,-99999.0,-99999.0,0.67093307,0.911451,0.0,201,201,0,7642.193751450334,3.1510932,0.08151738,428.7071,13.900786,20.794197,1.3353901,339.22516,45.593113,296575,0.16447157,1.7309263,0.89400536,0.0,201,0,201,5774.416615677241,2.0184207,0.16913907,48.519554,0.9031435,0.0,201,0,201,7642.193751450334,3.7058513,0.051656697,2.9115448129030623,1.7192108110692335,True
G15_Y1_BS2_133,543892,0.18754035,AGNXY,sAGN,10.72,543892,0.6650203,0.7551533,0.0,201,201,0,5888.810804613491,2.2186925,0.5058817,14.938584,4.519359,96.31,-0.0,224.35513,31.07739,0.4869545,0.7840858,0.0,201,201,102,7793.589574453021,4.0117297,0.120285206,129.56476,5.8614974,72.41091,11.077526,263.73,47.83233,543892,0.18754035,1.4943771,0.7655708,0.0,201,0,201,5888.810804613491,2.5455596,0.46347776,9.4314375,0.8195885,0.0,201,0,201,7793.589574453021,4.2865825,0.10914492,3.4448871770251897,2.6295259496940613,True
G15_Y1_CX2_384,492406,0.17607313,AGNXY,sAGN,10.7,492406,1.1148813,1.1336709,0.0,201,0,0,5831.946799735869,4.7212877,0.5390703,122.1956,18.113344,45.155415,17.265823,136.757,70.887146,0.6417951,0.6518861,0.0,201,111,0,7718.332492797641,4.8051634,0.18617623,426.9154,22.244314,20.1938,1.9870858,243.09949,74.29229,492406,0.17607313,26.869875,1.1269296,0.0,201,0,201,5831.946799735869,5.380953,0.49118483,26.317596,0.6984381,0.0,201,0,201,7718.332492797641,5.1018605,0.12884831,2.894515270292306,1.8875138394464168,True
G15_Y1_ES2_098,48509,0.22061038,AGNXY,sAGN,10.79,48509,0.5413204,0.55452424,0.0,201,1,0,6052.799474639582,3.9059846,0.4000951,50.011864,6.8068223,41.926933,19.360905,41.955597,25.989151,0.8985473,1.1590669,0.0,201,201,0,8010.621574877025,4.8928585,0.1133433,241.54529,7.7212334,43.813503,5.055569,198.13054,38.9734,48509,0.22061038,21.33888,0.5513002,0.0,201,0,201,6052.799474639582,4.219437,0.36664644,32.29043,1.1493541,0.0,201,0,201,8010.621574877025,5.162472,0.09194582,3.2147624644651587,2.276924529113543,True
G15_Y1_IS1_201,65255,0.25236177,UNCXY,sAGN,11.16,65255,0.5078408,0.52364624,0.0,201,1,0,6210.249202584991,3.1381178,0.71191776,38.896214,11.6705265,101.56422,-0.0,309.06927,87.462776,0.5042379,0.6683764,0.0,201,201,2,8218.999564751392,5.022865,0.13702281,402.67792,14.791343,50.1995,6.797925,378.525,73.91119,65255,0.25236177,0.7142536,0.5285653,0.0,201,0,201,6210.249202584991,3.5297775,0.6937714,14.9576,0.68602574,0.0,201,0,201,8218.999564751392,5.2382874,0.12182778,3.2627011369603522,2.394378114277825,True
G15_Y2_003_399,492699,0.27721092,AGNXY,sAGN,10.56,492699,2.0284235,2.000831,0.0,201,0,10,6333.471950514374,3.6528747,0.16236597,107.968254,6.386622,-99999.0,-99999.0,-99999.0,-99999.0,1.2348375,1.4979148,0.0,201,201,0,8382.07960849223,4.0838633,0.062263366,382.98712,7.6572056,24.601315,1.2182252,215.58278,22.202234,492699,0.27721092,42.002754,2.0171752,0.0,201,0,201,6333.471950514374,3.3699605,0.107948355,58.36742,1.4859633,0.0,201,0,201,8382.07960849223,4.5357285,0.041999605,2.944427243532695,1.6391965007150375,True
G15_Y2_004_142,509592,0.30835074,AGNXY,sAGN,10.68,509592,0.46048766,0.46561095,0.0,201,1,0,6487.889053830025,1.6942675,-0.0,2.3740203,2.1961632,106.10262,-0.0,72.485664,34.232613,0.62345886,0.80721855,0.0,201,201,0,8586.444049199896,6.031688,0.39140102,97.84032,10.57433,42.551464,5.4735637,181.96646,45.631115,509592,0.30835074,0.559404,0.46986458,0.0,201,0,201,6487.889053830025,1.6942675,-0.0,7.9087863,0.80098695,0.0,201,0,201,8586.444049199896,6.150805,0.3131907,3.1719218653531893,2.2812775352646373,True
G15_Y3_018_010,49516,0.24978136,UNCXY,sAGN,10.58,49516,0.5302755,0.5299194,0.0,201,0,0,6197.453367308394,6.742748,1.0693661,73.95755,11.729298,-99999.0,-99999.0,-99999.0,-99999.0,0.566445,0.67313856,0.0,201,201,0,8202.064823304107,3.679925,0.2563217,54.956787,4.9096084,52.2164,10.259133,117.48987,29.962206,49516,0.24978136,0.66247123,0.53294957,0.0,201,0,201,6197.453367308394,4.6385803,1.4095825,3.3973885,0.6681899,0.0,201,0,201,8202.064823304107,4.1274104,0.21645947,3.2807044321897805,2.57400816567881,True
G15_Y3_026_332,78879,0.13191599,UNCXY,sAGN,10.24,78879,1.055776,1.0216483,0.0,102,0,12,5612.979056060283,4.7289953,1.1026208,247.24294,63.969593,-99999.0,-99999.0,-99999.0,-99999.0,0.53960097,0.57608217,0.0,201,2,0,7428.538036688679,2.5368276,0.21008171,275.10278,30.186369,28.504694,7.993306,304.6604,125.909485,78879,0.13191599,1.1116126,1.0487686,0.0,102,0,201,5612.979056060283,3.7167413,4.4701843,2.5729077,0.57087666,0.0,201,0,201,7428.538036688679,2.8467755,0.17762262,3.060833734673787,2.5086437904556056,True
G15_Y3_032_092,593449,0.29268712,SFGXY,SFG,10.66,593449,0.7001817,0.8380264,0.0,201,201,0,6410.215780468416,7.869959,0.42610088,118.67729,8.178783,50.90556,6.5533485,131.91646,23.57241,0.8462594,1.2181587,0.0,201,201,0,8483.6467895205,5.062577,0.21411048,150.11621,8.06688,21.06142,0.40523323,561.3216,20.702112,593449,0.29268712,3.7528558,0.83975387,0.0,201,0,201,6410.215780468416,10.611421,0.4072081,41.22889,1.2088993,0.0,201,0,201,8483.6467895205,7.7519283,0.13029537,2.8717257730187726,1.1559431754766112,True
G15_Y4_206_141,715463,0.24355794,SFGXY,SFG,10.36,715463,0.45165488,0.46658015,0.0,201,1,0,6166.59252017481,2.7077396,0.65589416,47.220936,15.22464,100.8506,-0.0,310.5722,108.3505,0.43794826,0.47195023,0.0,201,2,0,8161.221810264757,4.0976086,0.34856397,150.71193,16.746439,32.89995,8.032528,155.06664,56.215225,715463,0.24355794,0.7192307,0.46461493,0.0,201,0,201,6166.59252017481,3.0299778,0.6613093,1.7997528,0.46807116,0.0,201,0,201,8161.221810264757,4.8064117,0.29910237,3.0822607593399898,2.46991776951399,True
G15_Y5_029_255,748809,0.27886024,UNCXY,sAGN,10.57,748809,0.6638975,1.1094844,0.0,201,201,0,6341.650639057014,3.448973,0.44484073,18.97269,3.157064,23.375145,0.92435014,148.55772,8.785599,0.6720913,1.4545848,0.0,201,201,0,8392.903753446704,3.655248,0.18210521,48.951794,3.0865362,28.465664,0.54547775,283.1484,10.763911,748809,0.27886024,11.692885,1.3226992,0.0,201,0,201,6341.650639057014,10.611986,-0.0,33.333775,1.4461302,0.0,201,0,201,8392.903753446704,5.0521116,0.15705414,3.0072297788765123,1.2896855005498573,True
