SPECID,CATAID_x,Z_x,WHAN,BPT,mass_stellar_percentile50,CATAID_y,HB_REDCHI_EMB,HB_REDCHI_EMABS,HB_FITFAIL_x,HB_MODSEL_EM_LINE_x,HB_MODSEL_EMB_EM,HB_MODSEL_NABS_N,HB_CEN_x,SIG_HB_N,SIG_HB_N_ERR,HB_N_FLUX,HB_N_FLUX_ERR,SIG_HB_B,SIG_HB_B_ERR,HB_B_FLUX,HB_B_FLUX_ERR,HA_REDCHI_EMB,HA_REDCHI_EMABS,HA_FITFAIL_x,HA_MODSEL_EM_LINE_x,HA_MODSEL_EMB_EM,HA_MODSEL_NABS_N,HA_CEN_x,SIG_HA_N,SIG_HA_N_ERR,HA_N_FLUX,HA_N_FLUX_ERR,SIG_HA_B,SIG_HA_B_ERR,HA_B_FLUX,HA_B_FLUX_ERR,CATAID,Z_y,HB_REDCHI_ABS,HB_REDCHI_EM,HB_FITFAIL_y,HB_MODSEL_EM_LINE_y,HB_MODSEL_ABS_LINE,HB_MODSEL_EM_ABS,HB_CEN_y,SIG_HB,SIG_HB_ERR,HA_REDCHI_ABS,HA_REDCHI_EM,HA_FITFAIL_y,HA_MODSEL_EM_LINE_y,HA_MODSEL_ABS_LINE,HA_MODSEL_EM_ABS,HA_CEN_y,SIG_HA,SIG_HA_ERR,VEL_B_HB,VEL_B_HB_ERR,BLR_HB
1031470589610584064,463453,0.13956514,sAGN,AGNXY,10.45,463453,0.9790536,1.631088,0.0,201,201,0,5650.909921816167,2.1552784,0.44990358,34.79569,9.888581,40.103405,2.747301,490.36377,44.02613,1.3984905,5.9675612,0.0,201,201,0,7478.737917396927,3.2299314,0.1491051,188.53032,11.851646,50.51972,1.4670792,1433.2244,56.471775,463453,0.13956514,9.926667,1.6178629,0.0,201,0,201,5650.909921816167,9.31396,-0.0,31.347218,5.881758,0.0,201,0,201,7478.737917396927,3.160522,0.12968345,3.3278835666144007,2.1636085626670747,True
1034794413781444608,492762,0.093234986,sAGN,UNCXY,10.88,492762,3.6026523,13.589684,0.0,201,201,0,5421.166516362106,8.935291,-0.0,1043.9971,59.677284,28.946468,0.45359343,5883.253,152.08485,1.5413079,18.211254,0.0,201,201,0,7174.682333178914,7.1757445,0.18229313,3622.9316,143.87276,31.89552,0.3822814,15041.947,438.41458,492762,0.093234986,45.32076,17.104176,0.0,201,0,201,5421.166516362106,8.935291,-0.0,310.01462,17.935326,0.0,201,0,201,7174.682333178914,7.0887394,0.1328604,3.2043235350723043,1.3993947111311307,True
1034872204229109760,493251,0.13818395,sAGN,AGNXY,10.54,493251,1.3179333,1.4102334,0.0,201,201,0,5644.06082778892,2.975646,0.22010976,198.73398,18.998428,16.206886,2.8305073,172.93001,46.337955,1.4530264,3.405288,0.0,201,201,1,7469.673433993352,3.7905443,0.09498751,1074.7875,35.23445,18.978285,0.38923484,1894.0388,85.05371,493251,0.13818395,13.546291,1.4134401,0.0,201,0,201,5644.06082778892,3.7359145,0.18719058,116.76836,3.354546,0.0,201,0,201,7469.673433993352,5.510159,0.06407753,2.934928594577703,2.1770932965806566,True
317525791778826240,53744,0.13478902,SFG,UNCXY,10.39,53744,1.4498295,5.4260488,0.0,201,201,0,5627.2259132021845,3.760481,0.32077363,211.85117,23.654774,34.747116,0.8940492,2301.8708,80.01841,1.7914364,19.669172,0.0,201,201,0,7447.393143598016,6.011727,0.13610794,1338.2615,44.326565,41.7911,0.8522567,5853.4565,265.33734,53744,0.13478902,29.979324,6.154282,0.0,201,0,201,5627.2259132021845,9.274923,-0.0,201.24815,156.16548,0.0,201,0,201,7447.393143598016,2.9447362,0.1835829,3.267445116150534,1.6778877709461437,True
318699525491419136,30518,0.22300434,sAGN,UNCXY,10.66,30518,1.2369167,2.9156437,0.0,201,201,0,6064.670703495271,9.99593,-0.0,152.69687,22.55152,47.558193,2.1484272,1476.6427,89.965645,1.2687134,7.4352074,0.0,201,201,0,8026.33263921843,8.081858,0.93969476,330.7244,53.841114,42.486797,0.9722226,3888.185,165.60464,30518,0.22300434,6.0382357,3.382763,0.0,201,0,201,6064.670703495271,9.99593,-0.0,58.70487,7.3225527,0.0,201,0,201,8026.33263921843,6.805308,0.37138247,3.371238823192865,2.026134120283867,True
319914760449583104,7618,0.22874618,sAGN,UNCXY,10.59,7618,1.3582518,1.9760586,0.0,201,201,0,6093.143475682382,2.3795552,0.19217008,81.18384,8.510061,30.47479,1.9860593,303.50198,28.61067,1.6228863,5.060211,0.0,201,201,0,8064.015137066621,2.7636964,0.08482337,297.57016,13.289721,27.010128,0.5582137,1065.5078,35.114803,7618,0.22874618,9.072477,2.026287,0.0,201,0,201,6093.143475682382,4.9433837,0.2483668,53.091614,4.9835415,0.0,201,0,201,8064.015137066621,4.387919,0.08415088,3.1759200199228235,1.989971509890418,True
320958471644145664,692601,0.25979796,sAGN,AGNXY,10.46,692601,9.9056,38.614193,0.0,201,201,0,6247.124017421664,3.0800297,0.13556752,250.0601,14.885409,42.920147,0.37726837,4138.821,50.404377,1.7046248,103.02705,0.0,201,201,0,8267.801807174568,4.732475,0.10924053,1238.4523,40.179237,51.964375,0.29674968,13738.114,133.07181,692601,0.25979796,157.9365,42.095146,0.0,201,0,201,6247.124017421664,10.296654,-0.0,405.72653,330.31955,0.0,201,0,201,8267.801807174568,3.2691298,0.32710254,3.3138017760557905,1.2577909710012023,True
320971116027865088,22727,0.19701257,sAGN,SFGXY,10.92,22727,1.4424404,1.9486188,0.0,201,201,0,5935.781984212118,7.20549,0.8550138,292.93576,51.193348,20.181038,1.1676825,941.907,118.876755,1.8256913,3.0567148,0.0,201,201,0,7855.753924398315,10.183089,0.27873018,1648.9434,61.237106,30.557224,0.77291983,2002.7783,108.36795,22727,0.19701257,14.051864,2.2240782,0.0,201,0,201,5935.781984212118,9.783492,-0.0,115.46397,3.7379026,0.0,201,0,201,7855.753924398315,9.671441,0.1947795,3.008286261759572,1.770667533106052,True
321040660138321920,23104,0.07804239,sAGN,AGNXY,10.43,23104,1.7611713,3.3952038,0.0,201,201,0,5345.829001246087,1.8106875,-0.0,0.0,-0.0,56.27123,2.420459,2650.6382,139.39589,1.6052508,25.434134,0.0,201,201,0,7074.976349771632,6.1684847,0.57295597,394.28586,47.78425,53.802517,0.8082179,8795.523,178.21346,23104,0.07804239,17.477703,3.8064978,0.0,201,0,201,5345.829001246087,8.811118,-0.0,95.97726,25.06067,0.0,201,0,201,7074.976349771632,4.272404,0.28598803,3.4990920484502412,2.132703370755486,True
323178112302999552,561225,0.25329715,sAGN,UNCXY,10.75,561225,1.569027,2.1041684,0.0,201,201,0,6214.887584671353,2.355447,0.5738558,20.305595,6.5114913,39.257244,2.1950865,404.3872,29.780369,1.4776113,2.775673,0.0,201,201,0,8225.138265326095,3.178878,0.31529135,80.26018,10.3814,32.77706,0.7947899,1127.1494,41.94799,561225,0.25329715,7.5596046,2.3111231,0.0,201,0,201,6214.887584671353,10.243521,-0.0,34.38518,2.7334037,0.0,201,0,201,8225.138265326095,4.810165,0.22947598,3.277307232725158,2.0248390642357648,True
323243533244852224,751044,0.29325515,sAGN,AGNXY,10.75,751044,1.8174736,7.6201596,0.0,201,201,0,6413.032497452571,2.10266,0.33441496,22.767824,5.082551,55.699673,1.3596759,869.5188,27.329723,1.6213193,9.784187,0.0,201,201,200,8487.374594140187,4.8633876,0.31530488,152.58945,13.228274,57.638447,1.2232409,2504.8582,72.068375,751044,0.29325515,20.71258,7.5604715,0.0,201,0,201,6413.032497452571,10.570107,-0.0,51.36332,10.036207,0.0,201,0,201,8487.374594140187,5.0779953,0.22058474,3.415609907795712,1.8031926620869347,True
323304006384379904,586321,0.05042732,sAGN,AGNXY,9.957,586321,5.1956797,5.973963,0.0,201,201,0,5208.890590050395,1.7121817,0.042198848,703.0853,23.380259,10.428834,0.57661855,614.9582,52.86248,2.929544,30.384232,0.0,201,201,1,6893.74421152722,2.2591047,0.02087408,3364.9746,48.570007,17.142641,0.13783367,5230.0264,71.851295,586321,0.05042732,70.70316,6.2694607,0.0,201,0,201,5208.890590050395,2.2849565,0.037237193,350.8373,29.937353,0.0,201,0,201,6893.74421152722,3.8928106,0.022470783,2.7783112221925044,1.5209640771887187,True
324318855230941184,537289,0.25738645,sAGN,UNCXY,10.94,537289,1.2117143,1.9547498,0.0,201,201,0,6235.165696781846,3.5701494,0.41008264,109.73833,16.437958,30.077848,1.5679035,738.1007,53.971584,1.3386958,2.9888763,0.0,201,201,0,8251.975480576773,4.389986,0.21139728,488.79987,30.979677,31.647163,0.8734291,2180.7578,115.22621,537289,0.25738645,11.530187,1.9394385,0.0,201,0,201,6235.165696781846,10.276943,-0.0,47.51922,2.9530869,0.0,201,0,201,8251.975480576773,4.9277825,0.14605245,3.160219464047506,1.877292033356545,True
340163637186422784,617634,0.13576049,sAGN,AGNXY,10.9,617634,1.9355563,2.0427647,0.0,201,201,0,5632.043289388222,4.3818355,0.8878926,84.275986,22.084425,28.730556,4.2606816,326.2185,67.64794,1.7926136,6.068843,0.0,201,201,0,7453.768735218365,5.2440267,0.2219583,455.1584,26.470884,36.660133,0.8199468,2510.379,87.56784,617634,0.13576049,15.1929865,2.0262017,0.0,201,0,201,5632.043289388222,9.282864,-0.0,47.905643,6.229508,0.0,201,0,201,7453.768735218365,5.5299993,0.1966276,3.1844987493127372,2.355633799339165,True
343456948131227648,48183,0.15836887,sAGN,AGNXY,10.91,48183,1.097529,1.2781111,0.0,201,201,0,5744.154405264338,9.467648,-0.0,112.20348,32.40381,59.69592,9.828816,836.10815,172.7795,1.0506492,2.640468,0.0,201,201,0,7602.143008541574,2.4951012,0.5904848,189.1684,77.20761,31.459284,23.224276,2174.1155,2128.379,48183,0.15836887,6.2426643,1.267748,0.0,201,0,201,5744.154405264338,9.467648,-0.0,13.4711,2.6002576,0.0,201,0,201,7602.143008541574,3.254945,0.35899353,3.4935392472083238,2.7100958024695987,True
345696929033775104,594304,0.103977285,sAGN,UNCXY,10.59,594304,1.4526541,5.7731633,0.0,201,201,0,5474.435777620177,9.023091,-0.0,251.87825,36.098537,44.579296,1.2492015,3568.8254,137.74464,1.6449745,18.85888,0.0,201,201,0,7245.181925194071,2.7204297,0.30620524,295.51056,43.831917,35.62682,0.30108285,10820.591,149.5302,594304,0.103977285,14.480492,6.6387725,0.0,201,0,201,5474.435777620177,9.023091,-0.0,134.14844,18.749182,0.0,201,0,201,7245.181925194071,5.3954597,0.2055376,3.3876145434261367,1.8351138346878066,True
345714521219819520,64474,0.1378672,sAGN,AGNXY,10.64,64474,1.4666511,1.8083377,0.0,201,201,0,5642.490116017201,2.2316222,1.8808831,11.116711,12.173881,42.033466,3.8471591,564.10864,64.701416,1.4048195,6.8433833,0.0,201,201,201,7467.594664052409,5.2056456,0.33870175,321.43314,28.194021,36.24531,0.6490831,3348.4468,101.953064,64474,0.1378672,13.260242,1.904732,0.0,201,0,201,5642.490116017201,9.300082,-0.0,90.238655,7.553048,0.0,201,0,201,7467.594664052409,4.434828,0.2463286,3.348945098516087,2.3104900429431554,True
346920960336619520,107713,0.2963834,sAGN,AGNXY,10.97,107713,1.5077317,3.0076485,0.0,201,201,0,6428.545087954553,1.003665,-0.0,7.293036,3.8416586,39.116158,1.3955646,425.94724,19.95885,1.0361865,3.0178907,0.0,201,201,0,8507.904845089037,4.0136914,0.6331561,63.44563,13.8247595,39.39647,0.94701546,1375.1549,55.01694,107713,0.2963834,9.707936,3.4336627,0.0,201,0,201,6428.545087954553,10.595675,-0.0,28.795742,2.972165,0.0,201,0,201,8507.904845089037,7.178469,0.5201807,3.2610642003460004,1.8134579532296613,True
346927282528479232,619960,0.08045285,SFG,SFGXY,10.31,619960,2.5577142,3.798077,0.0,201,201,0,5357.782085715991,5.1733103,0.1867118,926.7202,44.132393,20.508274,0.78524184,1531.8867,103.471016,2.9722114,10.113316,0.0,201,201,200,7090.795746522199,6.683551,0.10667897,3974.991,86.44331,24.666128,0.37126037,5054.12,173.27257,619960,0.08045285,43.75316,3.7681708,0.0,201,0,201,5357.782085715991,8.83082,-0.0,220.81297,10.25934,0.0,201,0,201,7090.795746522199,7.258565,0.07022826,3.0597647683118208,1.6428390891648148,True
372819143939876864,185507,0.15037559,UNC,UNCXY,11.03,185507,4.3498063,4.50219,0.0,201,201,0,5704.517109575027,3.2732887,0.30261755,403.29822,46.98003,14.628923,0.7061572,1280.7697,129.07085,2.5159378,7.881663,0.0,201,201,0,7549.684740702215,3.9196281,0.09120062,2391.1597,75.069405,21.589445,0.2972905,6019.3184,164.15497,185507,0.15037559,14.933522,4.5082912,0.0,201,0,201,5704.517109575027,6.5033307,0.23740117,121.12077,8.6191225,0.0,201,0,201,7549.684740702215,5.617481,0.063085765,2.885814169865621,1.56950320742974,True
372842508561967104,144673,0.08336702,sAGN,AGNXY,10.27,144673,2.0842102,5.926351,0.0,201,201,0,5372.23295492219,2.877856,0.25107667,268.08884,30.858065,25.842083,0.53906775,3014.3804,91.599815,1.2435876,12.501485,0.0,201,201,0,7109.920854684781,3.7129934,0.20304869,906.79663,64.36112,27.935642,0.21718706,11949.01,198.64107,144673,0.08336702,43.109802,6.679159,0.0,201,0,201,5372.23295492219,8.854638,-0.0,210.01791,12.312068,0.0,201,0,201,7109.920854684781,5.277489,0.113326475,3.1589933833317536,1.478309217028964,True
4304504827582873600,217012,0.18190922,SFG,SFGX,10.25,217012,9.211693,9.290804,0.0,200,110,0,5860.887001296484,0.91503865,-0.0,0.0,-0.0,38.773823,7.843512,55.339268,14.136258,33.3741,49.305298,0.0,201,201,0,7756.633613456617,9.672538,0.15888979,889.9303,16.93387,60.539555,1.4167699,1149.8258,34.776917,217012,0.18190922,9.376718,9.190203,0.0,200,1,200,5860.887001296484,9.6600485,-0.0,192.87904,48.868996,0.0,201,0,201,7756.633613456617,10.681552,0.24634878,3.2973959781686064,2.6033679200472957,True
4329326024162017280,696654,0.30743268,UNC,UNCXY,10.39,696654,2.3413959,2.6458702,0.0,201,201,0,6483.3364662450085,4.8482833,0.4375481,68.97454,7.813892,20.76514,1.2363518,174.52803,17.531008,1.6795855,5.8488727,0.0,201,201,0,8580.418893983231,3.3623044,0.0993393,196.85493,7.7198954,20.672323,0.4260517,682.40393,21.028389,696654,0.30743268,44.077335,2.6419158,0.0,201,0,201,6483.3364662450085,10.685985,-0.0,96.152534,5.7412696,0.0,201,0,201,8580.418893983231,6.67506,0.09518785,2.9823570056227586,1.7571642075848615,True
526952249683896320,278841,0.05252468,sAGN,AGNXY,10.64,278841,2.7794049,4.833264,0.0,201,201,0,5219.291032005643,1.9931607,0.12115637,344.28043,28.325592,43.561016,1.9205995,2403.0903,135.94038,1.5512943,19.768213,0.0,201,201,0,6907.508752226781,3.7144377,0.08516528,2453.5042,76.42629,31.757809,0.29055008,14049.874,240.86133,278841,0.05252468,47.952183,4.795504,0.0,201,0,201,5219.291032005643,8.602555,-0.0,228.36891,19.464087,0.0,201,0,201,6907.508752226781,4.101347,0.06343246,3.398307189291531,2.042646000241596,True
528174356874946560,376679,0.10689813,sAGN,AGNXY,11.06,376679,3.4399002,5.9202185,0.0,201,201,0,5488.919734429964,1.857404,0.088702664,558.3067,36.27327,26.776766,0.9088615,2653.2302,124.35715,0.95957345,16.714,0.0,201,201,0,7264.350823386751,2.4411328,0.04162057,2826.2488,70.82053,27.266815,0.29674163,9084.776,174.35022,376679,0.10689813,34.056747,5.912174,0.0,201,0,201,5488.919734429964,9.046964,-0.0,151.41643,16.460772,0.0,201,0,201,7264.350823386751,2.9797564,0.036553264,3.165091946216772,1.6958315296737556,True
528184252479596544,719471,0.28214732,sAGN,UNCXY,10.6,719471,1.6724461,12.688373,0.0,201,201,0,6357.950754506495,10.479321,-0.0,218.68033,13.151371,47.790985,0.82182705,1798.31,44.359314,1.4360814,23.72609,0.0,201,201,0,8414.47626002646,11.146048,0.43500847,891.55707,42.10154,64.60436,1.2536706,3978.2412,116.227036,719471,0.28214732,31.8413,14.454943,0.0,201,0,201,6357.950754506495,10.479321,-0.0,155.00294,23.413744,0.0,201,0,201,8414.47626002646,8.434233,0.24102621,3.352849524838027,1.5882839748959556,True
529211196608374784,197639,0.28247994,sAGN,UNCXY,10.87,197639,0.9838835,1.286756,0.0,201,201,0,6359.600152984702,2.8006477,1.2688361,17.218437,10.336083,56.079556,5.923306,377.259,50.89378,1.1413163,1.7553414,0.0,201,201,0,8416.65916846254,3.2868943,0.39074275,98.363525,16.354101,48.25215,3.214715,857.506,91.23283,197639,0.28247994,1.8347126,1.3208708,0.0,201,0,201,6359.600152984702,10.482039,-0.0,8.372808,1.7301234,0.0,201,0,201,8416.65916846254,3.260147,0.31934136,3.4221954583317826,2.4459550608305216,True
529278266817669120,600408,0.19631727,sAGN,AGNXY,10.92,600408,2.739447,4.9629197,0.0,201,201,0,5932.334043707728,2.218632,0.20560248,135.51051,17.007017,37.885197,1.263611,1476.8057,67.15011,1.9559264,15.984638,0.0,201,201,0,7851.190722410691,2.6678803,0.076088645,635.57574,26.931944,38.71199,0.38822073,4841.5723,78.25109,600408,0.19631727,35.036087,4.9629145,0.0,201,0,201,5932.334043707728,9.777809,-0.0,129.98904,15.741218,0.0,201,0,201,7851.190722410691,3.035951,0.06711762,3.2820646550896058,1.8052085030761895,True
530323352535984128,600710,0.16261621,sAGN,AGNXY,10.93,600710,0.9784276,1.2857987,0.0,201,201,0,5765.216245887518,3.7368484,0.6570345,78.704704,18.035202,56.59801,7.092068,623.3119,95.78395,1.4100535,3.6138735,0.0,201,201,0,7630.01745500384,6.53056,0.3654918,554.3618,46.30407,31.597057,1.3594939,1658.0829,158.5898,600710,0.16261621,4.37799,1.2881484,0.0,201,0,201,5765.216245887518,9.502362,-0.0,40.943886,3.9975183,0.0,201,0,201,7630.01745500384,12.828201,-0.0,3.468806262716699,2.5667779922021596,True
530346167402260480,377246,0.16429628,sAGN,AGNXY,11.07,377246,1.3930664,3.258171,0.0,201,201,0,5773.547411574823,2.5693784,-0.0,0.0,-0.0,34.975037,1.055799,2004.1105,78.89178,2.201849,21.246662,0.0,201,201,200,7641.043396946609,2.689409,0.38695678,153.98929,28.776812,39.38311,0.5580104,7818.3223,246.98766,377246,0.16429628,8.116581,3.9912128,0.0,201,0,201,5773.547411574823,9.516093,-0.0,133.48135,22.109081,0.0,201,0,201,7641.043396946609,9.456401,0.57930255,3.259136148999745,1.7389592127197673,True
531566625829185536,747874,0.30772892,SFG,SFGXY,10.31,747874,1.2720499,1.4238236,0.0,201,201,0,6484.80543052341,10.688405,-0.0,177.5777,7.799331,50.057648,6.764602,149.2188,27.460516,1.1190778,1.2218938,0.0,201,201,0,8582.363005462652,9.634036,0.6072265,349.48132,38.16859,29.38658,1.9389641,594.73474,94.31671,747874,0.30772892,7.2652073,1.4816879,0.0,201,0,201,6484.80543052341,10.688405,-0.0,24.104103,1.9488298,0.0,201,0,201,8582.363005462652,14.429362,-0.0,3.3643941929081795,2.495166002513567,True
598996376063338496,318826,0.20117915,sAGN,AGNXY,10.66,318826,1.3345879,1.500354,0.0,201,201,0,5956.443258834358,1.1616892,0.20972991,65.86348,15.50353,16.926662,1.8413115,365.89374,55.89428,1.7100351,5.17464,0.0,201,201,0,7883.098238867485,1.9584563,0.1555925,704.95325,124.47092,21.923222,0.9457976,2277.9163,239.13383,318826,0.20117915,7.5518494,1.4726574,0.0,201,0,201,5956.443258834358,9.817547,-0.0,58.077633,5.3732953,0.0,201,0,201,7883.098238867485,2.9389231,0.05586112,2.9304050159676773,1.9669609594590838,True
600117603062540288,296974,0.11648728,sAGN,AGNXY,10.98,296974,1.3637526,1.968624,0.0,201,201,0,5536.470688048707,1.4078972,0.61795515,45.88734,26.458452,67.90652,6.1350255,2659.1243,289.15173,0.95582587,5.5345244,0.0,201,201,0,7327.282479484109,2.4458363,0.30685657,254.66805,41.988037,36.09324,0.65293497,6553.268,187.12839,296974,0.11648728,7.052348,2.0360463,0.0,201,0,201,5536.470688048707,9.125339,-0.0,45.36127,5.4502425,0.0,201,0,201,7327.282479484109,3.3480434,0.22555043,3.5654991727550307,2.521404070167866,True
600121726231144448,238492,0.25236303,sAGN,UNCXY,10.71,238492,1.4785585,2.7897584,0.0,201,201,0,6210.255461422268,10.235886,-0.0,163.55867,13.20723,33.946922,1.3522072,535.38934,34.050426,1.8162954,3.7930605,0.0,201,201,0,8219.007848055197,5.9635234,0.48085222,230.24762,24.559378,30.87399,0.5944664,1901.1981,79.52232,238492,0.25236303,10.06245,3.3145204,0.0,201,0,201,6210.255461422268,10.235886,-0.0,85.24889,4.2986994,0.0,201,0,201,8219.007848055197,9.281907,0.33173785,3.2145116400052074,1.8147544815638006,True
600138493783468032,717517,0.26541358,sAGN,UNCXY,10.62,717517,1.3339237,1.5302582,0.0,201,201,0,6274.970934245739,4.6518726,1.3097194,81.01749,29.45856,23.049635,2.0974572,581.70795,82.13341,0.7875863,1.0532582,0.0,201,201,0,8304.656012181587,9.046711,0.69554895,843.02295,116.689964,32.68953,2.7050457,1754.724,336.64465,717517,0.26541358,5.9372926,1.518303,0.0,201,0,201,6274.970934245739,10.342551,-0.0,17.8937,6.3231826,0.0,201,0,201,8304.656012181587,10.908305,1.6211768,3.0418730369852462,2.0009020919536895,True
600145915486955520,238358,0.054054633,sAGN,AGNXY,10.76,238358,2.2227046,3.038196,0.0,201,201,0,5226.877816909298,3.1716497,0.55735207,282.48648,65.33704,41.985043,2.364222,3718.0505,274.303,0.80351925,7.207818,0.0,201,201,201,6917.549537996707,4.598629,0.26479283,1878.9574,149.29042,32.241783,0.62619513,15711.992,603.09607,238358,0.054054633,19.330881,3.2227423,0.0,201,0,201,5226.877816909298,8.61506,-0.0,93.841896,7.5612154,0.0,201,0,201,6917.549537996707,4.3323035,0.16187645,3.3816729570609656,2.1322666090395903,True
