SPECID,CATAID_x,Z_x,WHAN,BPT,mass_stellar_percentile50,CATAID_y,HB_REDCHI_EMB,HB_REDCHI_EMABS,HB_FITFAIL_x,HB_MODSEL_EM_LINE_x,HB_MODSEL_EMB_EM,HB_MODSEL_NABS_N,HB_CEN_x,SIG_HB_N,SIG_HB_N_ERR,HB_N_FLUX,HB_N_FLUX_ERR,SIG_HB_B,SIG_HB_B_ERR,HB_B_FLUX,HB_B_FLUX_ERR,HA_REDCHI_EMB,HA_REDCHI_EMABS,HA_FITFAIL_x,HA_MODSEL_EM_LINE_x,HA_MODSEL_EMB_EM,HA_MODSEL_NABS_N,HA_CEN_x,SIG_HA_N,SIG_HA_N_ERR,HA_N_FLUX,HA_N_FLUX_ERR,SIG_HA_B,SIG_HA_B_ERR,HA_B_FLUX,HA_B_FLUX_ERR,CATAID,Z_y,HB_REDCHI_ABS,HB_REDCHI_EM,HB_FITFAIL_y,HB_MODSEL_EM_LINE_y,HB_MODSEL_ABS_LINE,HB_MODSEL_EM_ABS,HB_CEN_y,SIG_HB,SIG_HB_ERR,HA_REDCHI_ABS,HA_REDCHI_EM,HA_FITFAIL_y,HA_MODSEL_EM_LINE_y,HA_MODSEL_ABS_LINE,HA_MODSEL_EM_ABS,HA_CEN_y,SIG_HA,SIG_HA_ERR,VEL_B_HB,VEL_B_HB_ERR,BLR_HB
602527182878697472,343175,0.28637165,sAGN,SFGXY,10.7,343175,1.439326,1.4895455,0.0,201,12,0,6378.898461655959,3.5743177,0.872456,38.98664,12.384675,15.412972,3.0417802,95.35385,31.66995,1.1324651,1.1874199,0.0,201,21,0,8442.19965571118,4.5520062,0.459922,246.78165,32.16712,21.799934,2.3294892,420.43118,105.68573,343175,0.28637165,2.4411411,1.4788568,0.0,201,0,201,6378.898461655959,9.018005,0.87769103,10.783041,1.2059232,0.0,201,0,201,8442.19965571118,5.7992773,0.25125843,2.8599614032050424,2.1552028423505876,True
603490630361966592,240161,0.2956451,sAGN,SFGXY,11.15,240161,3.1864715,7.3662577,0.0,201,201,0,6424.883875312137,10.589642,-0.0,869.7722,24.394772,44.630634,1.2168285,1868.0786,73.23578,1.3415035,5.2954144,0.0,201,201,0,8503.059386536108,10.097969,0.26617068,2487.5164,101.390465,40.21095,1.0485716,5077.2417,292.02704,240161,0.2956451,30.04962,8.362523,0.0,201,0,201,6424.883875312137,10.589642,-0.0,137.76389,5.5356884,0.0,201,0,201,8503.059386536108,10.391828,0.22896492,3.3185884766325064,1.754184793393057,True
603502175234058240,321011,0.28006503,sAGN,UNCXY,10.98,321011,1.1259332,1.598638,0.0,201,201,0,6347.624998789828,4.31956,0.9970566,59.100174,17.79536,49.202095,3.4883897,734.2102,69.15392,1.3767518,2.4697142,0.0,201,201,0,8400.810563373629,7.7048154,0.5500384,472.1542,46.864105,52.2451,3.3579295,2006.6605,237.44963,321011,0.28006503,2.9433823,1.6699623,0.0,201,0,201,6347.624998789828,10.462301,-0.0,17.272203,2.4645553,0.0,201,0,201,8400.810563373629,7.363174,0.46915236,3.366193036275709,2.216834436577664,True
603567046420097024,239599,0.21111476,sAGN,AGNXY,10.83,239599,1.384616,2.0662737,0.0,201,201,0,6005.71231995715,0.93764967,-0.0,2.4079258,4.654407,65.86892,4.7603292,935.97455,83.87328,1.6180884,6.8265796,0.0,201,201,0,7948.303736861894,5.5130033,0.49505192,188.09178,23.651175,55.923412,1.6932458,2764.4768,120.21986,239599,0.21111476,4.5457563,2.1831486,0.0,201,0,201,6005.71231995715,9.898753,-0.0,34.099792,6.7908196,0.0,201,0,201,7948.303736861894,4.9382224,0.34966144,3.5169367204574815,2.3758931650791673,True
604616530319140864,240500,0.075382754,sAGN,AGNXY,10.08,240500,1.085831,1.3130008,0.0,201,201,0,5332.640357481164,1.2251451,0.35101646,37.08627,13.99326,62.72131,10.221516,754.82794,149.89996,0.97871006,8.262411,0.0,201,201,0,7057.521743067856,2.6678262,0.09749482,475.03552,23.806131,39.999603,0.88993233,2883.124,94.92703,240500,0.075382754,7.3906775,1.31478,0.0,201,0,201,5332.640357481164,1.6692356,0.33672556,50.66051,8.200012,0.0,201,0,201,7057.521743067856,2.6451938,0.08457279,3.5472935282953544,2.7593937206166155,True
604704766127269888,251811,0.13993292,sAGN,AGNXY,10.42,251811,1.6350479,2.7834084,0.0,201,201,0,5652.733659453871,2.3290653,0.25823185,133.18478,19.63083,30.474028,1.1822608,1380.2893,72.93023,1.423634,9.031666,0.0,201,201,0,7481.15155626415,3.5544226,0.11704158,809.5475,36.23491,33.285137,0.38953248,5458.53,112.239006,251811,0.13993292,27.317947,2.8403857,0.0,201,0,201,5652.733659453871,9.316966,-0.0,117.90896,8.894822,0.0,201,0,201,7481.15155626415,4.083383,0.08706346,3.208492041940992,1.7972754696953575,True
604760566342379520,262966,0.21121311,sAGN,AGNXY,11.1,262966,2.3517926,8.160739,0.0,201,201,0,6006.199973390578,0.93772584,-0.0,23.11288,7.9583573,39.060905,0.74275786,2669.3823,68.7044,1.6497363,25.691322,0.0,201,201,0,7948.94912535217,2.6775756,0.3397033,155.68993,26.031723,42.94879,0.36829948,8299.755,120.11874,262966,0.21121311,27.031599,9.045744,0.0,201,0,201,6006.199973390578,9.899557,-0.0,143.6563,25.37298,0.0,201,0,201,7948.94912535217,4.796946,0.20744123,3.2899632164229256,1.5690681714930457,True
604768262923773952,263031,0.29992333,sAGN,UNCXY,10.86,263031,1.1784235,1.4953089,0.0,201,201,0,6446.0989171241,2.0248642,0.2793469,35.7134,6.546924,18.028507,0.9038242,280.12918,20.241465,1.3000269,2.6492481,0.0,201,201,10,8531.13658822813,2.973426,0.15590534,211.57346,14.575639,21.703444,0.6992392,821.095,39.970474,263031,0.29992333,5.783076,1.4836268,0.0,201,0,201,6446.0989171241,10.624608,-0.0,25.657701,2.6100738,0.0,201,0,201,8531.13658822813,6.4502172,0.17105496,2.9234835001908093,1.6236077027717277,True
G09_Y1_BN2_306,381008,0.25813785,UNC,SFGXY,10.69,381008,0.65435237,0.72141355,0.0,201,201,0,6238.89189596312,4.4777327,0.4759976,49.66132,6.960122,64.43574,13.454381,152.09955,39.391907,0.68275595,0.9359806,0.0,201,201,0,8256.906946038145,4.6458836,0.17254628,214.27377,10.310431,19.816591,0.9002194,348.36142,30.43047,381008,0.25813785,1.4182786,0.7256539,0.0,201,0,201,6238.89189596312,5.945157,0.49954364,31.3767,0.9281561,0.0,201,0,201,8256.906946038145,6.1627073,0.10527052,3.4908400629000758,2.810576964279349,True
G09_Y1_CS2_274,209226,0.27003828,UNC,SFGX,11.16,209226,7.5438585,7.611926,0.0,200,200,0,6297.904030984408,3.0652287,-0.0,0.0,-0.0,70.39385,9.308084,193.40504,31.140432,6.5510697,6.521818,0.0,0,0,0,8335.006986186796,1.7904227,0.5431625,8.274243,3.172927,-99999.0,-99999.0,-99999.0,-99999.0,209226,0.27003828,7.5922356,7.560779,0.0,200,201,200,6297.904030984408,1.6942675,-0.0,6.507396,6.49838,0.0,0,0,100,8335.006986186796,1.6942675,-0.0,3.5251593828707213,2.6464849583488683,True
G09_Y1_DS2_116,3903268,0.3056381,sAGN,UNCXY,10.6,3903268,0.7377675,3.0046518,0.0,201,201,0,6474.437453324115,10.824218,-0.0,20.796206,3.6754837,57.963165,2.0332124,350.7843,16.410337,0.9138226,9.998146,0.0,201,201,0,8568.641430480946,8.817019,0.80671865,43.304688,5.5930743,64.28724,1.6871156,850.3106,35.985794,3903268,0.3056381,5.283182,3.3274848,0.0,201,0,201,6474.437453324115,10.824218,-0.0,50.14337,9.93565,0.0,201,0,201,8568.641430480946,7.1786532,0.34132788,3.428770754737236,1.973801412910211,True
G09_Y1_GS2_316,210349,0.30287617,sAGN,AGNXY,11.23,210349,0.75340295,1.246548,0.0,201,201,0,6460.74151093477,1.6942675,-0.0,7.5465875,2.0853455,73.25457,5.823779,351.84985,33.996147,0.76969,2.1029642,0.0,201,201,201,8550.515435715706,6.1660194,0.28609297,138.45343,9.459125,50.37267,1.9092534,801.512,49.46006,210349,0.30287617,3.787435,1.2509816,0.0,201,0,201,6460.74151093477,10.802319,-0.0,25.184269,2.2118704,0.0,201,0,201,8550.515435715706,5.8089414,0.22917715,3.5313730607261524,2.4317432233804297,True
G09_Y2_004_112,383215,0.31847584,sAGN,AGNXY,11.17,383215,0.82135,0.84521973,0.0,201,3,0,6538.09763185313,2.3131833,0.36477825,17.838678,3.683526,11.048075,2.877792,22.290768,8.09562,1.3883419,1.3883419,0.0,201,0,0,8652.892957682814,3.3672395,0.10362065,147.87447,6.4035063,26.809362,-0.0,0.0,-0.0,383215,0.31847584,2.271759,0.8483407,0.0,201,0,201,6538.09763185313,3.1274214,0.3509362,8.266644,1.3775517,0.0,201,0,201,8652.892957682814,3.3672392,0.10362071,2.7046559152134897,2.1204287023760444,True
G09_Y2_018_370,574976,0.16791026,sAGN,UNCXY,10.31,574976,0.7279313,0.7915166,0.0,201,201,0,5791.468543921076,2.0434382,0.25918326,60.6413,10.289595,44.4365,9.252433,160.52173,45.096054,0.67506576,0.67506576,0.0,201,0,0,7664.761250151661,2.9174054,0.10494968,579.30817,20.839823,24.640364,-0.0,0.0,-0.0,574976,0.16791026,1.7915598,0.7904389,0.0,201,0,201,5791.468543921076,2.387419,0.25370887,17.20342,0.66896576,0.0,201,0,201,7664.761250151661,2.917407,0.1049492,3.361771845902064,2.6802879499962384,True
G09_Y4_203_291,3576875,0.2024738,sAGN,UNCXY,10.67,3576875,0.7551655,0.80574083,0.0,201,201,0,5962.863241003271,1.7761846,0.6460901,30.715488,14.375073,16.022993,0.9933047,514.0,45.929573,0.61883974,1.2430705,0.0,201,201,1,7891.594811054965,3.9650004,0.2554914,227.80313,19.322031,21.479757,0.39784682,1657.966,54.281693,3576875,0.2024738,4.12851,0.85184425,0.0,201,0,201,5962.863241003271,10.007723,-0.0,38.386044,1.2327479,0.0,201,0,201,7891.594811054965,7.7285643,0.15978384,2.906109497022614,1.698448344484067,True
G09_Y4_227_161,3581626,0.30141208,SFG,SFGXY,10.46,3581626,1.2302507,1.6620028,0.0,201,201,0,6453.481280646874,2.2075949,0.19924329,95.75105,11.436641,46.194405,3.7190228,516.11676,54.650787,2.9377685,2.9417238,0.0,201,0,0,8540.906831031794,2.6334336,0.094376035,238.21057,11.526037,14.422712,-0.0,20.911238,16.853176,3581626,0.30141208,2.778939,1.6575261,0.0,201,0,201,6453.481280646874,2.8050725,0.18382826,7.5062895,2.9185607,0.0,201,0,201,8540.906831031794,2.695766,0.08272268,3.3316160258929606,2.2374554891470533,True
G09_Y4_237_040,710067,0.16330045,NER,NOEL,10.27,710067,0.75314516,0.79360825,0.0,2,201,0,5768.609289174913,1.1242038,-0.0,5.282153,4.176013,86.23643,27.03574,376.6891,143.48306,0.49949053,0.47531694,0.0,0,0,1,7634.508002869564,12.361654,1.1012449,160.5803,14.3053875,-99999.0,-99999.0,-99999.0,-99999.0,710067,0.16330045,0.8558332,0.8123739,0.0,2,0,12,5768.609289174913,9.550183,-0.0,0.4839344,0.4873294,0.0,0,1,0,7634.508002869564,2.7869837,2.6270516,3.6514403473296695,3.1476878391836864,True
G09_Y4_237_131,216147,0.29370284,UNC,UNCXY,10.38,216147,0.4545704,0.47214508,0.0,201,1,0,6415.252541967248,2.135341,0.6637219,11.218361,4.728996,92.541534,35.307953,91.78467,44.922657,0.7245821,0.7050103,0.0,201,0,0,8490.312728231853,3.4835813,0.20120583,119.22589,8.123166,-99999.0,-99999.0,-99999.0,-99999.0,216147,0.29370284,0.549228,0.47106954,0.0,201,0,201,6415.252541967248,7.251018,1.8190409,2.6934311,0.7188767,0.0,201,0,201,8490.312728231853,2.8865347,0.15875582,3.63594363973926,3.217479485309222,True
G09_Y6_086_024,623316,0.16896643,UNC,SFGX,10.65,623316,0.91139114,1.0547267,0.0,201,201,0,5796.705900082891,1.6891361,0.5964856,20.671663,9.572792,57.15172,9.269699,313.87103,63.539463,0.94384134,0.95923144,0.0,201,0,0,7671.692667331587,3.3273962,0.10700871,312.83054,13.102257,12.992896,-0.0,33.300255,14.624068,623316,0.16896643,1.3964673,1.048121,0.0,201,0,201,5796.705900082891,2.7180188,0.60344505,14.020253,0.9508661,0.0,201,0,201,7671.692667331587,3.4365013,0.07286552,3.470668741396371,2.6807050684601665,True
G12_Y1_AS2_028,136554,0.26713353,NER,NOEL,11.08,136554,0.73893684,0.8267883,0.0,1,201,0,6283.499886876337,1.6942675,-0.0,0.0,-0.0,46.9774,8.909667,179.23401,42.924313,0.5482308,0.71524,0.0,1,201,0,8315.943716695843,5.0028224,-0.0,0.0,-0.0,70.03336,9.369011,438.60864,72.96794,136554,0.26713353,0.8450966,0.8159765,0.0,1,0,2,6283.499886876337,10.519107,-0.0,0.76576495,0.72575116,0.0,1,0,1,8315.943716695843,1.6942675,-0.0,3.350508068077438,2.628480563855403,True
G12_Y1_BX1_056,22307,0.23272711,sAGN,AGNXY,10.45,22307,1.4654015,1.4878566,0.0,201,201,0,6112.884284778039,3.203366,0.068560034,174.686,5.070181,28.702547,5.77777,54.380802,15.078813,1.6267341,5.7305827,0.0,201,201,0,8090.141254726683,4.036583,0.026255067,789.3641,7.350969,45.44717,1.2507204,635.17633,26.034657,22307,0.23272711,103.40032,1.5255251,0.0,201,0,201,6112.884284778039,3.337488,0.062822424,190.55632,5.6830926,0.0,201,0,201,8090.141254726683,4.3197274,0.023595514,3.1484949649033265,2.4523347777035904,True
G12_Y1_FN1_127,560638,0.27044743,sAGN,AGNXY,10.54,560638,0.59910595,0.92070013,0.0,201,201,0,6299.932970391523,2.571013,0.40710577,31.668835,6.568191,36.654816,3.1574585,233.12402,26.682325,0.6593638,1.1047056,0.0,201,201,201,8337.692200831169,3.9263296,0.26501045,119.07862,9.984446,62.077713,4.711787,588.94556,62.145638,560638,0.27044743,6.746988,0.91555655,0.0,201,0,201,6299.932970391523,10.54535,-0.0,7.4181643,1.1711599,0.0,201,0,201,8337.692200831169,3.6518886,0.26670605,3.241615818001658,2.1768224253503856,True
G12_Y1_GN1_084,561115,0.1813393,sAGN,UNCXY,10.5,561115,0.5919528,0.64761984,0.0,201,201,0,5858.06085230516,7.8126388,4.655181,40.720215,33.853615,23.39686,3.6506681,244.92447,77.613686,0.77498925,0.79898316,0.0,201,3,0,7752.893325978306,1.6942675,-0.0,17.752872,6.219041,19.602116,1.0638928,567.869,41.45435,561115,0.1813393,1.4205625,0.6906892,0.0,201,0,201,5858.06085230516,9.840867,-0.0,5.232089,0.8181599,0.0,201,0,201,7752.893325978306,13.126283,-0.0,3.078224400576059,2.2714391751190566,True
G12_Y1_GS1_056,145119,0.28916526,NER,NOEL,11.15,145119,1.1111001,3.5774703,0.0,201,201,0,6392.7515076861455,1.6942675,-0.0,0.0,-0.0,91.91013,5.0025,1042.4779,65.04976,4.4448256,4.0716157,0.0,201,0,0,8460.533570434794,1.6942675,-0.0,0.0,-0.0,-99999.0,-99999.0,-99999.0,-99999.0,145119,0.28916526,4.5207806,3.72439,0.0,201,0,201,6392.7515076861455,10.693637,0.0,4.156747,4.0274935,0.0,201,201,201,8460.533570434794,2.0625858,0.20968847,3.6344962599855712,2.3703199769126093,True
G12_Y2_044_293,690036,0.26671425,UNC,UNCXY,10.42,690036,0.46303844,0.47877687,0.0,201,1,0,6281.42073443271,3.1575658,1.8098487,14.873312,11.097245,50.108788,19.672483,113.9514,56.972366,0.4175301,0.4358987,0.0,201,1,0,8313.192047242368,4.2315793,2.2301314,28.579586,19.657595,20.350061,3.0552204,246.24019,58.726498,690036,0.26671425,0.8015044,0.4777194,0.0,201,0,201,6281.42073443271,10.515786,-0.0,1.1980332,0.43239304,0.0,201,0,201,8313.192047242368,7.6189833,1.2388452,3.3786767175947743,2.97262199785447,True
G12_Y3_022_032,56145,0.15533425,sAGN,UNCXY,10.48,56145,0.7830774,0.9730983,0.0,201,201,0,5729.106205041253,2.702535,0.38556868,70.51665,13.317084,60.32155,8.379367,476.2794,82.48974,0.57421684,1.2127789,0.0,201,201,0,7582.227358291606,3.678437,0.10717408,336.14862,12.541804,31.481281,1.3377031,677.2726,55.5284,56145,0.15533425,2.7063675,0.982434,0.0,201,0,201,5729.106205041253,3.8282075,0.39023635,30.955618,1.2038697,0.0,201,0,201,7582.227358291606,3.9587543,0.07534357,3.4992063222119714,2.6419450418302506,True
G12_Y4_206_292,172219,0.30977488,sAGN,UNCXY,10.85,172219,0.61834186,0.80455315,0.0,201,201,0,6494.950980710902,4.632734,0.5861416,70.847046,12.053533,100.23548,18.463243,601.45233,141.3511,0.5928775,1.3259252,0.0,201,201,0,8595.790207794636,2.535206,0.097149745,372.25952,19.358435,42.42302,1.4495189,1990.9738,93.02108,172219,0.30977488,2.0842183,0.80803514,0.0,201,0,201,6494.950980710902,10.857021,-0.0,12.8258,1.3156201,0.0,201,0,201,8595.790207794636,2.8247192,0.08956363,3.6652662996870613,2.9305528108549903,True
G12_Y4_211_216,170421,0.25392506,UNC,SFGX,10.71,170421,1.1278843,1.1806262,0.0,201,201,0,6218.001329919376,1.6942675,-0.0,7.801867,3.1205997,64.56485,18.739336,148.59703,51.196114,1.257025,1.2233734,0.0,201,0,1,8229.259174166209,4.5439844,0.32402363,183.58873,14.767068,-99999.0,-99999.0,-99999.0,-99999.0,170421,0.25392506,1.3493087,1.1769491,0.0,201,0,201,6218.001329919376,1.6942675,-0.0,2.0031905,1.2468053,0.0,201,0,201,8229.259174166209,3.288566,0.26236102,3.4931660387235617,2.9559240905898547,True
G12_Y6_056_011,959586,0.17979036,sAGN,SFGX,9.187,959586,1.1546868,1.162134,0.0,201,12,0,5850.379944103714,1.6942675,-0.0,0.9466841,1.765821,23.136322,6.06574,37.598366,13.263394,0.6597354,0.9592706,0.0,201,201,102,7742.727972043989,1.6942675,-0.0,1.1147543,0.7912826,42.21542,2.4359267,150.42311,13.022141,959586,0.17979036,1.2934487,1.1837584,0.0,201,0,201,5850.379944103714,9.828645,-0.0,2.1162972,0.99854434,0.0,201,0,201,7742.727972043989,6.866775,1.7718507,3.073930951284026,2.492520422239081,True
G15_Y1_AN1_325,237812,0.16152318,sAGN,SFGX,10.56,237812,1.1471832,1.3018686,0.0,201,201,0,5759.796095558062,1.7612314,0.5538612,27.849737,11.5584135,65.02172,10.885684,441.32343,90.17553,0.4766944,0.46753803,0.0,201,0,0,7622.844117550628,3.0017538,0.06971476,519.98346,15.990606,-99999.0,-99999.0,-99999.0,-99999.0,237812,0.16152318,1.5603657,1.2936635,0.0,201,0,201,5759.796095558062,2.2952747,0.48092204,9.123983,0.4723344,0.0,201,0,201,7622.844117550628,3.3181038,0.10170496,3.529472047408172,2.753269316885125,True
G15_Y1_AS2_056,567622,0.13465223,SFG,SFGX,9.742,567622,1.218327,1.470292,0.0,201,201,0,5626.547627140628,1.1242038,-0.0,20.633083,2.731677,60.38629,8.251081,312.0186,51.608612,1.6923192,1.5699644,0.0,201,0,201,7446.495460966795,2.6265137,0.061596394,155.8071,4.8248014,-99999.0,-99999.0,-99999.0,-99999.0,567622,0.13465223,1.7121828,1.4825522,0.0,201,0,201,5626.547627140628,1.3400079,0.19354178,13.441697,1.6770271,0.0,201,0,201,7446.495460966795,2.433023,0.051969178,3.507517051861736,2.6430895540851496,True
G15_Y1_DN1_348,320036,0.21371146,UNC,SFGX,10.76,320036,0.76651055,0.8476647,0.0,1,201,0,6018.588856146722,3.7999792,-0.0,0.0,-0.0,81.50441,19.938406,774.2741,224.75232,0.6316664,0.6277109,0.0,201,0,0,7965.345282520569,3.5272682,0.35571077,171.39944,17.284943,-99999.0,-99999.0,-99999.0,-99999.0,320036,0.21371146,0.88312966,0.8514095,0.0,1,0,3,6018.588856146722,2.29172,4.2203164,1.0912925,0.6261577,0.0,201,0,201,7965.345282520569,4.6792903,0.5441272,3.608507134224762,2.997016461425069,True
G15_Y1_DS2_005,63661,0.16022353,NER,NOEL,10.65,63661,0.9317902,1.0272092,0.0,201,201,0,5753.351328163506,1.1242038,-0.0,0.0,-0.0,83.26806,19.196133,929.54095,265.05673,0.44893375,0.43897128,0.0,0,0,0,7614.314743175646,8.460937,2.4411466,172.64188,49.810577,-99999.0,-99999.0,-99999.0,-99999.0,63661,0.16022353,1.1878943,1.0239819,0.0,201,0,201,5753.351328163506,4.3265,2.3216965,0.45833135,0.44497254,0.0,0,10,1,7614.314743175646,1.6942675,-0.0,3.6373782543930604,3.000113558188803,True
G15_Y3_013_163,463199,0.29359764,UNC,UNCX,10.97,463199,0.39530966,0.41132537,0.0,1,11,0,6414.730948061616,1.6942675,-0.0,0.0,-0.0,55.15457,19.535934,105.955666,47.144646,0.3759792,0.3633765,0.0,1,0,0,8489.622420976295,3.504732,1.1450335,46.047264,15.044135,-99999.0,-99999.0,-99999.0,-99999.0,463199,0.29359764,0.42379436,0.41520384,0.0,1,0,1,6414.730948061616,3.5994532,3.3035545,0.41087422,0.37796026,0.0,1,0,2,8489.622420976295,3.3826063,6.646406,3.4112237604325606,2.9604764367597345,True
G15_Y3_032_092,593449,0.29268712,SFG,SFGXY,10.66,593449,0.7001817,0.8380264,0.0,201,201,0,6410.215780468416,7.869959,0.42610088,118.67729,8.178783,50.90556,6.5533485,131.91646,23.57241,0.8462594,1.2181587,0.0,201,201,0,8483.6467895205,5.062577,0.21411048,150.11621,8.06688,21.06142,0.40523323,561.3216,20.702112,593449,0.29268712,3.7528558,0.83975387,0.0,201,0,201,6410.215780468416,10.611421,0.4072081,41.22889,1.2088993,0.0,201,0,201,8483.6467895205,7.7519283,0.13029537,3.3767132733357137,2.4864113178388307,True
G15_Y3_042_036,65104,0.17550954,NER,UNCX,10.79,65104,0.8433089,0.99287087,0.0,1,201,0,5829.152105561981,2.197993,-0.0,0.0,-0.0,70.182526,10.122675,489.89014,88.369965,0.50439125,0.5092294,0.0,201,111,21,7714.633834426696,2.8324964,-0.0,0.0,-0.0,53.07273,14.144668,135.1633,44.658195,65104,0.17550954,1.0374035,0.9904458,0.0,1,0,21,5829.152105561981,1.6942675,-0.0,0.84291327,0.55761683,0.0,201,0,201,7714.633834426696,1.6942675,-0.0,3.557444310234275,2.7165106085590294,True
G15_Y5_012_294,228426,0.19311339,UNC,UNCX,10.27,228426,1.8038046,1.9013138,0.0,201,201,0,5916.4465767499605,1.6942675,-0.0,9.818889,13.351852,54.34555,10.033,787.706,181.45609,0.4155974,0.41616294,0.0,201,0,0,7830.164338484497,2.4802833,0.3467211,147.36406,26.4699,13.253253,-0.0,37.179543,46.58865,228426,0.19311339,2.0678067,1.8895819,0.0,201,0,201,5916.4465767499605,9.9338045,-0.0,0.98511875,0.4134279,0.0,201,0,201,7830.164338484497,2.5545475,0.32360807,3.4399237439282366,2.7061905678179463,True
G15_Y5_023_002,297574,0.30000994,UNC,UNCXY,10.23,297574,0.48459703,0.50634956,0.0,201,1,10,6446.52832657004,1.6942675,-0.0,8.098475,4.924114,21.397144,7.4896865,67.06636,32.690716,0.5301114,0.5549404,0.0,201,1,1,8531.704893288708,6.942905,1.2110343,117.87041,30.278118,26.98723,6.54307,153.08194,91.62078,297574,0.30000994,0.74948734,0.5035881,0.0,201,0,201,6446.52832657004,1.7317563,0.7467204,2.193133,0.55303705,0.0,201,0,201,8531.704893288708,7.5551357,0.622274,2.9978506170310397,2.5419584471711154,True
G15_Y5_029_255,748809,0.27886024,sAGN,UNCXY,10.57,748809,0.6638975,1.1094844,0.0,201,201,0,6341.650639057014,3.448973,0.44484073,18.97269,3.157064,23.375145,0.92435014,148.55772,8.785599,0.6720913,1.4545848,0.0,201,201,0,8392.903753446704,3.655248,0.18210521,48.951794,3.0865362,28.465664,0.54547775,283.1484,10.763911,748809,0.27886024,11.692885,1.3226992,0.0,201,0,201,6341.650639057014,10.611986,-0.0,33.333775,1.4461302,0.0,201,0,201,8392.903753446704,5.0521116,0.15705414,3.0433727033758617,1.6404549011548892,True
G15_Y6_081_075,3237919,0.13413431,sAGN,UNCX,9.462,3237919,0.7724951,0.7913477,0.0,2,1,0,5623.979339595761,1.1242038,-0.0,2.1008208,1.306877,25.827059,9.357753,24.53082,11.636292,1.0259811,0.94141775,0.0,201,0,0,7443.096442098981,10.436706,3.0425436,64.68198,19.875746,-99999.0,-99999.0,-99999.0,-99999.0,3237919,0.13413431,0.8359804,0.78823054,0.0,2,0,21,5623.979339595761,9.316714,-0.0,1.7189648,0.93635124,0.0,201,0,201,7443.096442098981,10.669073,1.1621983,3.1388519410014846,2.697948564056002,True
